region,xh5,xi1,_v23,_v176,_v181,_v145,wage,education,experience,has_wage,gender,unempl_wage
48,1,1,NA,40,NA,3,NA,3,40,NA,1,NA
48,2,1,NA,36,NA,6,NA,6,36,NA,2,NA
48,2,1,NA,22,NA,1,NA,1,22,NA,2,NA
48,2,2,9800,27,NA,2,9800,2,27,0,2,NA
48,1,2,NA,22,NA,2,NA,2,22,NA,1,NA
48,2,2,99999997,0,NA,1,99999997,1,0,0,2,NA
48,2,2,18500,22,NA,2,18500,2,22,0,2,NA
48,1,1,NA,21,NA,2,NA,2,21,NA,1,NA
48,2,2,NA,39,NA,1,NA,1,39,NA,2,NA
48,1,1,NA,99999997,30000,5,NA,5,99999997,NA,1,30000
48,2,1,NA,27,NA,5,NA,5,27,NA,2,NA
48,1,2,20000,4,NA,5,20000,5,4,0,1,NA
48,2,1,99999997,18,NA,6,99999997,6,18,0,2,NA
48,1,2,99999997,31,NA,3,99999997,3,31,0,1,NA
48,1,2,15000,25,NA,5,15000,5,25,0,1,NA
48,2,2,NA,25,NA,2,NA,2,25,NA,2,NA
48,1,2,10500,0,NA,5,10500,5,0,0,1,NA
48,1,1,NA,40,NA,1,NA,1,40,NA,1,NA
48,1,2,NA,37,NA,1,NA,1,37,NA,1,NA
48,1,2,99999997,99999997,NA,3,99999997,3,99999997,0,1,NA
48,1,2,15000,40,NA,3,15000,3,40,0,1,NA
48,2,1,10000,35,NA,2,10000,2,35,0,2,NA
48,1,2,NA,6,30000,1,NA,1,6,NA,1,30000
48,2,2,NA,99999997,20000,1,NA,1,99999997,NA,2,20000
48,1,1,NA,99999997,NA,4,NA,4,99999997,NA,1,NA
48,2,2,9000,29,16000,6,9000,6,29,0,2,16000
48,1,2,40000,1,NA,5,40000,5,1,0,1,NA
48,2,1,NA,37,NA,6,NA,6,37,NA,2,NA
48,1,2,9200,42,NA,2,9200,2,42,0,1,NA
48,2,1,NA,40,NA,1,NA,1,40,NA,2,NA
48,2,1,5000,3,NA,1,5000,1,3,0,2,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,1,1,NA,99999997,NA,5,NA,5,99999997,NA,1,NA
48,2,1,13200,37,NA,6,13200,6,37,0,2,NA
48,2,2,12000,7,NA,6,12000,6,7,0,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,1,2,NA,99999996,NA,5,NA,5,99999996,NA,1,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,2,2,13500,15,NA,5,13500,5,15,0,2,NA
48,1,2,45000,17,NA,5,45000,5,17,0,1,NA
48,2,1,NA,34,NA,2,NA,2,34,NA,2,NA
48,2,1,NA,30,NA,10,NA,10,30,NA,2,NA
48,1,2,NA,35,NA,6,NA,6,35,NA,1,NA
48,1,99999999,NA,99999997,50000,11,NA,11,99999997,NA,1,50000
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,99999999,14300,17,30000,10,14300,10,17,0,2,30000
48,2,99999999,NA,NA,NA,1,NA,1,NA,NA,2,NA
48,2,1,NA,32,NA,2,NA,2,32,NA,2,NA
48,2,1,20000,33,NA,5,20000,5,33,0,2,NA
48,2,1,NA,22,NA,1,NA,1,22,NA,2,NA
48,1,2,NA,11,NA,2,NA,2,11,NA,1,NA
48,2,1,NA,33,NA,10,NA,10,33,NA,2,NA
48,2,1,NA,22,NA,5,NA,5,22,NA,2,NA
48,1,1,20000,37,NA,5,20000,5,37,0,1,NA
48,1,2,NA,15,NA,2,NA,2,15,NA,1,NA
48,2,1,NA,29,NA,5,NA,5,29,NA,2,NA
48,1,1,NA,43,NA,2,NA,2,43,NA,1,NA
48,2,1,NA,37,NA,1,NA,1,37,NA,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,2,2,10200,8,NA,10,10200,10,8,0,2,NA
48,1,1,NA,9,NA,3,NA,3,9,NA,1,NA
48,2,2,NA,8,NA,5,NA,5,8,NA,2,NA
48,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,1,2,40000,13,NA,5,40000,5,13,0,1,NA
48,2,2,16500,17,NA,3,16500,3,17,0,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,1,2,NA,21,NA,5,NA,5,21,NA,1,NA
48,2,1,1200,22,NA,4,1200,4,22,0,2,NA
48,1,1,NA,NA,25000,6,NA,6,NA,NA,1,25000
48,2,2,NA,NA,20000,5,NA,5,NA,NA,2,20000
48,2,1,NA,99999997,NA,5,NA,5,99999997,NA,2,NA
48,1,2,0,7,NA,5,0,5,7,0,1,NA
48,2,1,NA,3,NA,1,NA,1,3,NA,2,NA
48,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
48,2,2,12000,16,NA,5,12000,5,16,0,2,NA
48,1,1,60000,19,NA,6,60000,6,19,0,1,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,1,1,NA,30,NA,10,NA,10,30,NA,1,NA
48,2,1,NA,36,NA,6,NA,6,36,NA,2,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,1,15000,13,NA,10,15000,10,13,0,2,NA
48,1,2,45000,10,NA,2,45000,2,10,0,1,NA
48,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,1,2,99999997,11,NA,5,99999997,5,11,0,1,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,1,99999997,10,20000,10,99999997,10,10,0,2,20000
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,1,1,30000,8,NA,4,30000,4,8,0,1,NA
48,2,1,12000,4,NA,11,12000,11,4,0,2,NA
48,2,1,15000,6,30000,6,15000,6,6,0,2,30000
48,1,2,12000,5,NA,6,12000,6,5,0,1,NA
48,1,2,30000,36,NA,5,30000,5,36,0,1,NA
48,2,2,12000,33,NA,4,12000,4,33,0,2,NA
48,1,2,30000,11,NA,5,30000,5,11,0,1,NA
48,1,2,13000,22,NA,4,13000,4,22,0,1,NA
48,2,1,30000,17,NA,6,30000,6,17,0,2,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
48,2,1,13000,14,20000,5,13000,5,14,0,2,20000
48,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
48,2,2,NA,51,NA,6,NA,6,51,NA,2,NA
48,2,2,NA,33,NA,5,NA,5,33,NA,2,NA
48,1,1,NA,44,NA,1,NA,1,44,NA,1,NA
48,2,2,30000,6,NA,6,30000,6,6,0,2,NA
48,2,1,NA,40,NA,1,NA,1,40,NA,2,NA
52,2,1,NA,33,NA,6,NA,6,33,NA,2,NA
52,2,1,32700,38,NA,6,32700,6,38,0,2,NA
52,1,2,NA,40,NA,10,NA,10,40,NA,1,NA
52,1,1,NA,NA,30000,10,NA,10,NA,NA,1,30000
52,2,1,NA,60,NA,1,NA,1,60,NA,2,NA
52,2,1,NA,28,NA,3,NA,3,28,NA,2,NA
52,2,2,1200,31,NA,1,1200,1,31,0,2,NA
52,2,2,9000,5,15000,6,9000,6,5,0,2,15000
52,1,2,NA,37,NA,5,NA,5,37,NA,1,NA
52,2,1,NA,10,NA,6,NA,6,10,NA,2,NA
52,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,1,NA,33,NA,10,NA,10,33,NA,1,NA
52,2,1,NA,33,NA,10,NA,10,33,NA,2,NA
52,2,2,NA,99999997,NA,10,NA,10,99999997,NA,2,NA
52,1,2,28000,19,NA,10,28000,10,19,0,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,NA,34,NA,5,NA,5,34,NA,2,NA
52,1,1,NA,41,NA,3,NA,3,41,NA,1,NA
52,1,2,26000,24,NA,10,26000,10,24,0,1,NA
52,2,2,24000,15,NA,10,24000,10,15,0,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,28000,30,NA,10,28000,10,30,0,2,NA
52,1,1,35000,12,NA,10,35000,10,12,0,1,NA
52,2,1,11500,6,NA,10,11500,10,6,0,2,NA
52,1,1,9400,40,NA,6,9400,6,40,0,1,NA
52,2,1,NA,30,NA,1,NA,1,30,NA,2,NA
52,2,1,NA,42,NA,6,NA,6,42,NA,2,NA
52,2,2,NA,31,NA,6,NA,6,31,NA,2,NA
52,1,2,20000,5,35000,2,20000,2,5,0,1,35000
52,1,1,NA,14,20000,6,NA,6,14,NA,1,20000
52,1,1,18000,13,NA,5,18000,5,13,0,1,NA
52,2,1,NA,99999996,NA,2,NA,2,99999996,NA,2,NA
52,2,1,15000,26,NA,10,15000,10,26,0,2,NA
52,2,2,NA,25,NA,6,NA,6,25,NA,2,NA
52,1,2,25000,34,40000,5,25000,5,34,0,1,40000
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,30000,7,NA,3,30000,3,7,0,1,NA
52,2,1,NA,35,NA,6,NA,6,35,NA,2,NA
52,2,2,NA,7,NA,1,NA,1,7,NA,2,NA
52,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
52,2,2,26000,32,NA,3,26000,3,32,0,2,NA
52,2,2,45000,3,NA,11,45000,11,3,0,2,NA
52,2,2,10000,11,NA,6,10000,6,11,0,2,NA
52,1,2,45000,2,NA,11,45000,11,2,0,1,NA
52,1,1,35000,24,NA,6,35000,6,24,0,1,NA
52,1,1,NA,41,NA,5,NA,5,41,NA,1,NA
52,2,1,NA,35,NA,3,NA,3,35,NA,2,NA
52,2,2,17000,5,30000,5,17000,5,5,0,2,30000
52,1,2,15000,10,5000,10,15000,10,10,0,1,5000
52,2,1,NA,99999997,NA,1,NA,1,99999997,NA,2,NA
52,2,1,NA,39,NA,6,NA,6,39,NA,2,NA
52,2,1,60000,32,NA,10,60000,10,32,0,2,NA
52,1,1,40000,38,NA,10,40000,10,38,0,1,NA
52,1,1,15000,34,NA,10,15000,10,34,0,1,NA
52,2,1,8000,40,NA,10,8000,10,40,0,2,NA
52,2,1,NA,37,NA,5,NA,5,37,NA,2,NA
52,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
52,2,2,99999997,5,NA,5,99999997,5,5,0,2,NA
52,1,1,NA,31,NA,4,NA,4,31,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,10,17500,1,NA,1,10,NA,2,17500
52,1,1,NA,15,NA,5,NA,5,15,NA,1,NA
52,2,2,NA,NA,15000,1,NA,1,NA,NA,2,15000
52,2,2,NA,41,NA,6,NA,6,41,NA,2,NA
52,1,2,22000,10,NA,6,22000,6,10,0,1,NA
52,2,2,13000,27,NA,6,13000,6,27,0,2,NA
52,2,1,NA,21,16500,10,NA,10,21,NA,2,16500
52,1,2,15000,10,NA,6,15000,6,10,0,1,NA
52,1,2,9000,28,15000,1,9000,1,28,0,1,15000
52,2,2,5000,30,NA,3,5000,3,30,0,2,NA
52,2,1,10000,25,20000,2,10000,2,25,0,2,20000
52,1,1,10000,30,35000,10,10000,10,30,0,1,35000
52,2,1,NA,25,NA,5,NA,5,25,NA,2,NA
52,1,1,15000,1,NA,6,15000,6,1,0,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,16000,26,20000,10,16000,10,26,0,1,20000
52,2,2,NA,4,25000,5,NA,5,4,NA,2,25000
52,2,1,NA,26,NA,5,NA,5,26,NA,2,NA
52,1,2,43500,21,NA,5,43500,5,21,0,1,NA
52,2,2,18500,3,NA,3,18500,3,3,0,2,NA
52,2,2,37500,8,NA,6,37500,6,8,0,2,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,2,37500,30,NA,10,37500,10,30,0,2,NA
52,1,2,NA,6,NA,6,NA,6,6,NA,1,NA
52,1,2,20000,12,NA,6,20000,6,12,0,1,NA
52,2,1,11000,8,NA,6,11000,6,8,0,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,NA,9,47500,3,NA,3,9,NA,1,47500
52,2,1,NA,50,NA,1,NA,1,50,NA,2,NA
52,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,2,1,20000,31,NA,6,20000,6,31,0,2,NA
52,2,2,32000,36,NA,10,32000,10,36,0,2,NA
52,1,2,11248,99999997,NA,5,11248,5,99999997,0,1,NA
52,1,2,15000,5,NA,5,15000,5,5,0,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,30000,22,NA,13,30000,13,22,0,2,NA
52,1,2,30000,15,30000,10,30000,10,15,0,1,30000
52,2,2,NA,54,NA,3,NA,3,54,NA,2,NA
52,1,1,NA,44,NA,6,NA,6,44,NA,1,NA
52,1,2,27000,9,NA,6,27000,6,9,0,1,NA
52,2,2,NA,29,NA,6,NA,6,29,NA,2,NA
52,2,2,NA,1,NA,2,NA,2,1,NA,2,NA
52,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
52,2,1,9000,13,NA,6,9000,6,13,0,2,NA
52,1,1,NA,29,50000,3,NA,3,29,NA,1,50000
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,10000,15,20000,5,10000,5,15,0,2,20000
52,1,2,40000,25,NA,6,40000,6,25,0,1,NA
52,2,1,16000,30,NA,6,16000,6,30,0,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,23000,0,NA,11,23000,11,0,0,1,NA
52,1,2,NA,35,NA,5,NA,5,35,NA,1,NA
52,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
52,2,2,NA,17,NA,6,NA,6,17,NA,2,NA
52,2,1,NA,45,NA,5,NA,5,45,NA,2,NA
52,2,2,NA,20,NA,5,NA,5,20,NA,2,NA
52,1,2,12000,10,NA,5,12000,5,10,0,1,NA
52,1,1,NA,18,NA,1,NA,1,18,NA,1,NA
52,2,1,NA,22,NA,2,NA,2,22,NA,2,NA
52,2,2,20000,7,30000,10,20000,10,7,0,2,30000
52,2,1,20000,34,NA,6,20000,6,34,0,2,NA
52,1,1,NA,25,NA,4,NA,4,25,NA,1,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,40000,7,NA,10,40000,10,7,0,1,NA
52,2,2,NA,5,20000,10,NA,10,5,NA,2,20000
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,60000,20,NA,10,60000,10,20,0,1,NA
52,2,2,NA,15,NA,6,NA,6,15,NA,2,NA
52,2,2,20000,11,NA,6,20000,6,11,0,2,NA
52,2,2,NA,16,NA,5,NA,5,16,NA,2,NA
52,1,99999999,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,25000,35,25000,5,25000,5,35,0,1,25000
52,2,1,NA,40,NA,6,NA,6,40,NA,2,NA
52,1,2,NA,3,NA,11,NA,11,3,NA,1,NA
52,2,2,99999997,4,NA,12,99999997,12,4,0,2,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,20000,35,NA,2,20000,2,35,0,1,NA
52,2,1,28000,29,NA,10,28000,10,29,0,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,1,35000,20,NA,6,35000,6,20,0,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,2,40000,19,NA,10,40000,10,19,0,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,23000,4,NA,3,23000,3,4,0,2,NA
52,1,1,65000,4,NA,3,65000,3,4,0,1,NA
52,2,1,25000,25,NA,10,25000,10,25,0,2,NA
52,1,1,28000,25,NA,10,28000,10,25,0,1,NA
52,2,1,NA,35,NA,6,NA,6,35,NA,2,NA
52,2,1,30000,3,NA,3,30000,3,3,0,2,NA
52,1,1,30000,1,NA,2,30000,2,1,0,1,NA
52,2,1,25000,1,NA,6,25000,6,1,0,2,NA
52,1,1,30000,3,NA,2,30000,2,3,0,1,NA
52,1,1,23000,0,NA,6,23000,6,0,0,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,NA,33,NA,10,NA,10,33,NA,2,NA
52,1,2,NA,49,NA,10,NA,10,49,NA,1,NA
52,2,1,NA,38,NA,10,NA,10,38,NA,2,NA
52,2,1,NA,6,NA,3,NA,3,6,NA,2,NA
52,1,2,24000,3,NA,6,24000,6,3,0,1,NA
52,2,2,NA,37,NA,5,NA,5,37,NA,2,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,13000,15,NA,6,13000,6,15,0,2,NA
52,2,1,17000,7,NA,1,17000,1,7,0,2,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,16000,3,NA,6,16000,6,3,0,1,NA
52,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,2,16000,13,NA,6,16000,6,13,0,1,NA
52,2,1,NA,99999996,NA,2,NA,2,99999996,NA,2,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,NA,99999996,NA,2,NA,2,99999996,NA,1,NA
52,1,1,NA,44,NA,1,NA,1,44,NA,1,NA
52,2,1,NA,18,NA,1,NA,1,18,NA,2,NA
52,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,1,NA,99999996,25000,3,NA,3,99999996,NA,1,25000
52,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,1,NA,99999996,NA,3,NA,3,99999996,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,20000,99999996,NA,3,20000,3,99999996,0,1,NA
52,1,1,NA,10,NA,3,NA,3,10,NA,1,NA
52,1,1,NA,18,NA,5,NA,5,18,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,NA,20,NA,3,NA,3,20,NA,2,NA
52,1,1,NA,13,NA,10,NA,10,13,NA,1,NA
52,2,1,NA,2,NA,6,NA,6,2,NA,2,NA
52,2,1,NA,16,NA,5,NA,5,16,NA,2,NA
52,1,1,NA,40,NA,3,NA,3,40,NA,1,NA
52,1,1,NA,4,30000,5,NA,5,4,NA,1,30000
52,2,1,NA,5,NA,10,NA,10,5,NA,2,NA
52,2,1,34000,17,NA,10,34000,10,17,0,2,NA
52,2,2,NA,23,NA,2,NA,2,23,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,10000,8,NA,6,10000,6,8,0,2,NA
52,1,2,22000,10,NA,3,22000,3,10,0,1,NA
52,1,1,25000,0,NA,1,25000,1,0,0,1,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,23000,4,NA,10,23000,10,4,0,2,NA
52,2,2,NA,33,NA,1,NA,1,33,NA,2,NA
52,1,2,NA,45,NA,1,NA,1,45,NA,1,NA
52,2,1,NA,37,NA,1,NA,1,37,NA,2,NA
52,2,1,NA,14,NA,1,NA,1,14,NA,2,NA
52,1,2,11000,20,NA,5,11000,5,20,0,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,NA,31,NA,5,NA,5,31,NA,2,NA
52,1,2,11000,14,37500,10,11000,10,14,0,1,37500
52,2,2,15000,3,NA,11,15000,11,3,0,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,NA,30,NA,5,NA,5,30,NA,2,NA
52,1,1,NA,10,30000,5,NA,5,10,NA,1,30000
52,1,2,NA,7,NA,3,NA,3,7,NA,1,NA
52,2,1,35000,14,NA,10,35000,10,14,0,2,NA
52,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,NA,8,NA,3,NA,3,8,NA,2,NA
52,1,2,35000,13,NA,5,35000,5,13,0,1,NA
52,2,1,30000,9,NA,3,30000,3,9,0,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,40000,4,NA,6,40000,6,4,0,1,NA
52,2,2,NA,35,NA,6,NA,6,35,NA,2,NA
52,2,2,15000,15,NA,10,15000,10,15,0,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,30000,2,NA,6,30000,6,2,0,2,NA
52,2,2,17000,25,NA,5,17000,5,25,0,2,NA
52,1,2,NA,2,NA,10,NA,10,2,NA,1,NA
52,2,1,25000,32,NA,10,25000,10,32,0,2,NA
52,1,2,NA,2,NA,6,NA,6,2,NA,1,NA
52,1,1,NA,7,NA,5,NA,5,7,NA,1,NA
52,1,1,NA,21,NA,2,NA,2,21,NA,1,NA
52,2,1,NA,38,NA,3,NA,3,38,NA,2,NA
52,1,1,NA,27,NA,5,NA,5,27,NA,1,NA
52,1,2,99999997,99999997,30000,6,99999997,6,99999997,0,1,30000
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,16200,4,25000,2,16200,2,4,0,2,25000
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,32,NA,3,NA,3,32,NA,2,NA
52,2,1,NA,45,NA,1,NA,1,45,NA,2,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,22000,34,NA,6,22000,6,34,0,2,NA
52,2,2,21000,11,NA,10,21000,10,11,0,2,NA
52,1,1,22000,24,NA,5,22000,5,24,0,1,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,NA,23,NA,6,NA,6,23,NA,2,NA
52,1,1,NA,25,NA,1,NA,1,25,NA,1,NA
52,2,2,NA,22,NA,6,NA,6,22,NA,2,NA
52,2,1,9700,20,NA,1,9700,1,20,0,2,NA
52,1,1,17000,16,NA,5,17000,5,16,0,1,NA
52,1,2,NA,NA,25000,6,NA,6,NA,NA,1,25000
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,11,NA,5,NA,5,11,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,NA,99999996,NA,5,NA,5,99999996,NA,1,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,32,NA,5,NA,5,32,NA,2,NA
52,2,2,NA,31,NA,1,NA,1,31,NA,2,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,1,1,17000,14,NA,11,17000,11,14,0,1,NA
52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
52,2,1,17000,7,NA,6,17000,6,7,0,2,NA
52,2,1,NA,4,99999997,4,NA,4,4,NA,2,99999997
52,1,1,NA,3,99999997,4,NA,4,3,NA,1,99999997
52,2,1,NA,30,NA,5,NA,5,30,NA,2,NA
52,2,2,NA,20,22500,3,NA,3,20,NA,2,22500
52,2,1,NA,99999999,NA,5,NA,5,99999999,NA,2,NA
52,1,2,NA,7,70000,6,NA,6,7,NA,1,70000
52,2,1,NA,23,NA,3,NA,3,23,NA,2,NA
52,2,1,38000,35,35000,10,38000,10,35,0,2,35000
52,1,1,NA,6,30000,6,NA,6,6,NA,1,30000
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,1,11500,8,NA,6,11500,6,8,0,2,NA
52,2,1,NA,24,NA,2,NA,2,24,NA,2,NA
52,2,2,NA,37,NA,6,NA,6,37,NA,2,NA
52,1,2,NA,41,NA,2,NA,2,41,NA,1,NA
52,2,1,NA,38,NA,1,NA,1,38,NA,2,NA
52,1,2,18000,0,NA,6,18000,6,0,0,1,NA
52,1,2,18000,4,NA,6,18000,6,4,0,1,NA
52,2,1,NA,24,NA,11,NA,11,24,NA,2,NA
52,1,2,15000,27,NA,1,15000,1,27,0,1,NA
52,1,1,NA,35,NA,5,NA,5,35,NA,1,NA
52,2,1,20000,24,NA,10,20000,10,24,0,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,NA,32,NA,5,NA,5,32,NA,1,NA
52,2,1,NA,35,NA,6,NA,6,35,NA,2,NA
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,1,2,NA,99999997,30000,6,NA,6,99999997,NA,1,30000
52,2,1,NA,99999996,40000,3,NA,3,99999996,NA,2,40000
52,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
52,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA
52,1,1,NA,27,NA,6,NA,6,27,NA,1,NA
52,1,1,28000,26,NA,6,28000,6,26,0,1,NA
52,2,1,18000,19,NA,6,18000,6,19,0,2,NA
52,2,1,NA,33,NA,6,NA,6,33,NA,2,NA
52,2,1,12000,19,NA,5,12000,5,19,0,2,NA
52,1,1,34000,21,NA,11,34000,11,21,0,1,NA
52,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
52,2,2,8900,15,NA,3,8900,3,15,0,2,NA
52,1,2,9800,30,NA,6,9800,6,30,0,1,NA
52,2,2,15000,31,NA,5,15000,5,31,0,2,NA
52,1,2,NA,18,NA,4,NA,4,18,NA,1,NA
52,2,1,NA,37,NA,6,NA,6,37,NA,2,NA
52,2,1,NA,NA,NA,2,NA,2,NA,NA,2,NA
