region,xh5,xi1,_v23,_v176,_v181,_v145,wage,education,experience,has_wage,gender,unempl_wage
138,2,1,NA,42,NA,1,NA,1,42,NA,2,NA
138,2,2,NA,NA,NA,6,NA,6,NA,NA,2,NA
138,1,1,NA,44,NA,2,NA,2,44,NA,1,NA
138,1,2,NA,5,20000,1,NA,1,5,NA,1,20000
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,2,40000,27,NA,4,40000,4,27,0,1,NA
138,2,2,NA,NA,NA,5,NA,5,NA,NA,2,NA
138,2,1,NA,37,NA,2,NA,2,37,NA,2,NA
138,1,2,NA,99999996,50000,5,NA,5,99999996,NA,1,50000
138,2,2,NA,22,30000,14,NA,14,22,NA,2,30000
138,1,1,NA,38,NA,10,NA,10,38,NA,1,NA
138,2,2,NA,30,NA,10,NA,10,30,NA,2,NA
138,1,2,69000,28,NA,6,69000,6,28,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,65000,9,NA,10,65000,10,9,0,2,NA
138,2,2,NA,99999996,NA,2,NA,2,99999996,NA,2,NA
138,2,2,45000,26,NA,6,45000,6,26,0,2,NA
138,1,2,NA,2,NA,2,NA,2,2,NA,1,NA
138,2,2,NA,2,NA,10,NA,10,2,NA,2,NA
138,1,1,25000,34,60000,2,25000,2,34,0,1,60000
138,2,1,NA,19,160000,10,NA,10,19,NA,2,160000
138,2,1,70000,1,NA,11,70000,11,1,0,2,NA
138,1,2,NA,NA,40000,6,NA,6,NA,NA,1,40000
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,2,2,60000,8,NA,10,60000,10,8,0,2,NA
138,2,2,40000,28,NA,10,40000,10,28,0,2,NA
138,2,2,NA,57,NA,10,NA,10,57,NA,2,NA
138,2,2,NA,49,NA,10,NA,10,49,NA,2,NA
138,1,1,40000,37,NA,10,40000,10,37,0,1,NA
138,2,1,NA,25,NA,10,NA,10,25,NA,2,NA
138,1,1,NA,40,NA,10,NA,10,40,NA,1,NA
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,2,2,NA,25,50000,10,NA,10,25,NA,2,50000
138,2,2,NA,24,NA,10,NA,10,24,NA,2,NA
138,2,2,NA,38,NA,10,NA,10,38,NA,2,NA
138,1,2,40000,7,60000,2,40000,2,7,0,1,60000
138,2,2,NA,36,NA,10,NA,10,36,NA,2,NA
138,1,1,NA,58,NA,10,NA,10,58,NA,1,NA
138,2,1,18000,35,NA,6,18000,6,35,0,2,NA
138,2,2,40000,3,60000,6,40000,6,3,0,2,60000
138,1,1,NA,30,NA,10,NA,10,30,NA,1,NA
138,2,1,30000,99999997,45000,6,30000,6,99999997,0,2,45000
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,4,45000,6,NA,6,4,NA,1,45000
138,2,1,90000,15,NA,10,90000,10,15,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,99999997,20,NA,3,99999997,3,20,0,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,2,2,25000,25,NA,3,25000,3,25,0,2,NA
138,2,1,NA,35,NA,4,NA,4,35,NA,2,NA
138,2,2,25000,11,NA,2,25000,2,11,0,2,NA
138,2,1,NA,7,NA,4,NA,4,7,NA,2,NA
138,1,2,NA,35,NA,10,NA,10,35,NA,1,NA
138,2,2,NA,33,NA,6,NA,6,33,NA,2,NA
138,2,2,NA,15,80000,2,NA,2,15,NA,2,80000
138,1,2,NA,0,NA,1,NA,1,0,NA,1,NA
138,2,2,NA,48,NA,6,NA,6,48,NA,2,NA
138,2,2,NA,30,NA,10,NA,10,30,NA,2,NA
138,2,2,30000,25,NA,2,30000,2,25,0,2,NA
138,2,2,45000,15,NA,10,45000,10,15,0,2,NA
138,2,2,NA,32,NA,10,NA,10,32,NA,2,NA
138,1,2,NA,15,NA,5,NA,5,15,NA,1,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,2,2,NA,36,NA,3,NA,3,36,NA,2,NA
138,2,2,NA,22,NA,2,NA,2,22,NA,2,NA
138,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
138,1,2,NA,3,50000,2,NA,2,3,NA,1,50000
138,2,1,NA,40,NA,6,NA,6,40,NA,2,NA
138,2,2,NA,45,NA,5,NA,5,45,NA,2,NA
138,1,2,NA,NA,NA,5,NA,5,NA,NA,1,NA
138,1,2,NA,9,100000,10,NA,10,9,NA,1,100000
138,2,2,NA,37,NA,10,NA,10,37,NA,2,NA
138,2,2,NA,36,NA,3,NA,3,36,NA,2,NA
138,2,2,NA,27,50000,3,NA,3,27,NA,2,50000
138,2,1,NA,38,NA,10,NA,10,38,NA,2,NA
138,1,2,75000,28,NA,1,75000,1,28,0,1,NA
138,1,1,NA,26,NA,6,NA,6,26,NA,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,1,NA,10,100000,10,NA,10,10,NA,1,100000
138,2,1,NA,39,30000,6,NA,6,39,NA,2,30000
138,2,2,26000,7,50000,10,26000,10,7,0,2,50000
138,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,1,80000,15,NA,10,80000,10,15,0,1,NA
138,2,1,NA,8,NA,10,NA,10,8,NA,2,NA
138,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,NA,41,NA,5,NA,5,41,NA,1,NA
138,2,2,NA,10,18000,5,NA,5,10,NA,2,18000
138,1,2,NA,40,NA,10,NA,10,40,NA,1,NA
138,2,2,99999998,29,NA,10,99999998,10,29,0,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,30000,20,NA,3,30000,3,20,0,2,NA
138,2,2,NA,37,NA,6,NA,6,37,NA,2,NA
138,2,2,NA,44,NA,3,NA,3,44,NA,2,NA
138,2,2,NA,40,NA,6,NA,6,40,NA,2,NA
138,2,1,NA,53,NA,1,NA,1,53,NA,2,NA
138,2,2,NA,NA,40000,2,NA,2,NA,NA,2,40000
138,2,2,NA,19,65000,5,NA,5,19,NA,2,65000
138,2,2,50000,10,80000,10,50000,10,10,0,2,80000
138,2,2,20000,42,NA,10,20000,10,42,0,2,NA
138,2,1,50000,0,80000,11,50000,11,0,0,2,80000
138,1,2,40000,28,NA,6,40000,6,28,0,1,NA
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,2,1,NA,36,NA,6,NA,6,36,NA,2,NA
138,2,2,NA,33,NA,6,NA,6,33,NA,2,NA
138,2,2,NA,10,99999997,5,NA,5,10,NA,2,99999997
138,1,1,NA,23,30000,5,NA,5,23,NA,1,30000
138,2,2,NA,NA,50000,11,NA,11,NA,NA,2,50000
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,2,NA,43,NA,6,NA,6,43,NA,2,NA
138,2,2,NA,NA,50000,2,NA,2,NA,NA,2,50000
138,2,1,99999998,33,NA,16,99999998,16,33,0,2,NA
138,2,1,NA,35,NA,6,NA,6,35,NA,2,NA
138,1,2,60000,36,NA,5,60000,5,36,0,1,NA
138,1,2,60000,4,60000,6,60000,6,4,0,1,60000
138,2,2,45000,2,NA,6,45000,6,2,0,2,NA
138,2,2,NA,19,NA,10,NA,10,19,NA,2,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,15000,8,30000,3,15000,3,8,0,2,30000
138,1,2,27000,5,NA,2,27000,2,5,0,1,NA
138,2,1,150000,8,220000,10,150000,10,8,0,2,220000
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,1,75000,26,110000,10,75000,10,26,0,1,110000
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,30000,14,NA,16,30000,16,14,0,2,NA
138,2,2,30000,46,NA,6,30000,6,46,0,2,NA
138,2,1,25000,3,NA,5,25000,5,3,0,2,NA
138,1,2,NA,99999996,30000,5,NA,5,99999996,NA,1,30000
138,2,1,30000,38,NA,10,30000,10,38,0,2,NA
138,1,2,NA,38,NA,10,NA,10,38,NA,1,NA
138,2,1,NA,22,NA,13,NA,13,22,NA,2,NA
138,2,2,99999998,24,NA,10,99999998,10,24,0,2,NA
138,2,1,NA,44,NA,2,NA,2,44,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,1,NA,43,NA,10,NA,10,43,NA,2,NA
138,2,1,NA,38,NA,6,NA,6,38,NA,2,NA
138,2,1,NA,14,70000,10,NA,10,14,NA,2,70000
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,19,40000,10,NA,10,19,NA,1,40000
138,2,1,NA,50,NA,10,NA,10,50,NA,2,NA
138,2,2,NA,34,NA,10,NA,10,34,NA,2,NA
138,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,78000,21,NA,10,78000,10,21,0,1,NA
138,2,2,NA,24,NA,10,NA,10,24,NA,2,NA
138,1,1,NA,30,NA,6,NA,6,30,NA,1,NA
138,2,1,NA,28,NA,4,NA,4,28,NA,2,NA
138,2,2,17400,27,NA,10,17400,10,27,0,2,NA
138,1,2,55000,37,NA,2,55000,2,37,0,1,NA
138,1,1,NA,43,NA,6,NA,6,43,NA,1,NA
138,2,1,NA,50,NA,6,NA,6,50,NA,2,NA
138,1,2,NA,43,NA,6,NA,6,43,NA,1,NA
138,1,2,NA,5,40000,10,NA,10,5,NA,1,40000
138,2,1,NA,1,NA,10,NA,10,1,NA,2,NA
138,2,2,NA,32,30000,10,NA,10,32,NA,2,30000
138,2,1,50000,19,NA,10,50000,10,19,0,2,NA
138,1,2,40000,8,NA,6,40000,6,8,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,NA,47,NA,6,NA,6,47,NA,1,NA
138,2,1,0,2,NA,6,0,6,2,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,1,70000,8,NA,16,70000,16,8,0,1,NA
138,2,1,22000,42,NA,10,22000,10,42,0,2,NA
138,2,2,40000,2,60000,11,40000,11,2,0,2,60000
138,2,2,NA,49,NA,3,NA,3,49,NA,2,NA
138,2,2,30000,23,NA,5,30000,5,23,0,2,NA
138,1,2,40000,14,NA,3,40000,3,14,0,1,NA
138,2,2,NA,38,NA,10,NA,10,38,NA,2,NA
138,2,1,NA,11,NA,6,NA,6,11,NA,2,NA
138,1,2,NA,21,NA,6,NA,6,21,NA,1,NA
138,2,1,NA,54,NA,6,NA,6,54,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,30000,13,NA,10,30000,10,13,0,2,NA
138,2,2,35000,39,NA,10,35000,10,39,0,2,NA
138,2,1,NA,41,NA,10,NA,10,41,NA,2,NA
138,2,2,52000,29,100000,13,52000,13,29,0,2,100000
138,1,2,NA,43,50000,6,NA,6,43,NA,1,50000
138,1,2,35000,9,70000,10,35000,10,9,0,1,70000
138,2,2,NA,27,NA,6,NA,6,27,NA,2,NA
138,2,1,NA,40,NA,5,NA,5,40,NA,2,NA
138,1,2,NA,47,NA,5,NA,5,47,NA,1,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,2,35000,20,NA,10,35000,10,20,0,2,NA
138,2,2,NA,40,NA,6,NA,6,40,NA,2,NA
138,2,1,NA,29,NA,6,NA,6,29,NA,2,NA
138,1,1,NA,42,NA,5,NA,5,42,NA,1,NA
138,2,2,35000,7,NA,10,35000,10,7,0,2,NA
138,1,2,42000,14,NA,10,42000,10,14,0,1,NA
138,2,2,NA,30,NA,10,NA,10,30,NA,2,NA
138,1,2,45000,25,NA,6,45000,6,25,0,1,NA
138,2,1,27000,15,NA,10,27000,10,15,0,2,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,1,1,80000,19,NA,2,80000,2,19,0,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,1,150000,17,NA,10,150000,10,17,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,70000,16,NA,10,70000,10,16,0,1,NA
138,2,1,99999997,10,NA,10,99999997,10,10,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,1,NA,15,NA,10,NA,10,15,NA,2,NA
138,1,1,99999998,23,NA,10,99999998,10,23,0,1,NA
138,2,2,99999998,1,NA,12,99999998,12,1,0,2,NA
138,2,2,NA,NA,NA,11,NA,11,NA,NA,2,NA
138,1,2,50000,23,NA,10,50000,10,23,0,1,NA
138,2,1,45000,18,NA,10,45000,10,18,0,2,NA
138,2,2,20000,24,NA,10,20000,10,24,0,2,NA
138,1,2,70000,1,NA,5,70000,5,1,0,1,NA
138,1,2,NA,34,NA,1,NA,1,34,NA,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,24000,1,NA,2,24000,2,1,0,1,NA
138,2,2,34000,99999997,60000,10,34000,10,99999997,0,2,60000
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,NA,41,NA,6,NA,6,41,NA,2,NA
138,1,1,NA,40,NA,10,NA,10,40,NA,1,NA
138,2,2,40000,37,NA,16,40000,16,37,0,2,NA
138,2,1,50000,16,NA,2,50000,2,16,0,2,NA
138,1,1,65000,16,NA,5,65000,5,16,0,1,NA
138,2,1,NA,44,NA,1,NA,1,44,NA,2,NA
138,2,2,NA,39,NA,3,NA,3,39,NA,2,NA
138,1,2,NA,40,NA,3,NA,3,40,NA,1,NA
138,2,1,25000,37,NA,6,25000,6,37,0,2,NA
138,1,1,NA,99999997,NA,3,NA,3,99999997,NA,1,NA
138,1,2,NA,61,NA,10,NA,10,61,NA,1,NA
138,2,2,NA,32,NA,10,NA,10,32,NA,2,NA
138,1,1,NA,46,NA,6,NA,6,46,NA,1,NA
138,1,2,NA,44,NA,6,NA,6,44,NA,1,NA
138,1,1,NA,25,NA,5,NA,5,25,NA,1,NA
138,1,1,30000,36,NA,6,30000,6,36,0,1,NA
138,2,2,130000,39,NA,10,130000,10,39,0,2,NA
138,2,2,NA,30,NA,10,NA,10,30,NA,2,NA
138,1,1,NA,44,NA,4,NA,4,44,NA,1,NA
138,2,2,NA,40,NA,10,NA,10,40,NA,2,NA
138,2,2,NA,22,NA,6,NA,6,22,NA,2,NA
138,2,2,40000,20,NA,5,40000,5,20,0,2,NA
138,1,2,NA,41,NA,10,NA,10,41,NA,1,NA
138,2,2,NA,4,NA,5,NA,5,4,NA,2,NA
138,2,1,NA,46,NA,6,NA,6,46,NA,2,NA
138,1,1,NA,35,NA,6,NA,6,35,NA,1,NA
138,1,1,NA,44,NA,6,NA,6,44,NA,1,NA
138,1,2,NA,2,40000,6,NA,6,2,NA,1,40000
138,2,2,NA,25,NA,10,NA,10,25,NA,2,NA
138,1,2,NA,24,NA,2,NA,2,24,NA,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,2,2,34000,32,NA,10,34000,10,32,0,2,NA
138,1,1,NA,24,NA,6,NA,6,24,NA,1,NA
138,2,2,70000,12,NA,10,70000,10,12,0,2,NA
138,1,2,70000,11,NA,10,70000,10,11,0,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,99999997,NA,1,NA,1,99999997,NA,1,NA
138,2,1,NA,41,NA,6,NA,6,41,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,31500,18,NA,3,31500,3,18,0,1,NA
138,2,1,35000,29,50000,6,35000,6,29,0,2,50000
138,2,1,NA,28,NA,1,NA,1,28,NA,2,NA
138,2,1,NA,NA,50000,2,NA,2,NA,NA,2,50000
138,2,2,30000,30,60000,6,30000,6,30,0,2,60000
138,1,2,35000,5,80000,11,35000,11,5,0,1,80000
138,1,1,30000,30,50000,10,30000,10,30,0,1,50000
138,2,2,45000,10,50000,1,45000,1,10,0,2,50000
138,2,2,NA,38,NA,4,NA,4,38,NA,2,NA
138,1,2,21000,99999997,NA,5,21000,5,99999997,0,1,NA
138,1,1,NA,45,NA,1,NA,1,45,NA,1,NA
138,1,2,NA,12,50000,10,NA,10,12,NA,1,50000
138,1,1,NA,34,NA,4,NA,4,34,NA,1,NA
138,2,1,30450,38,50000,5,30450,5,38,0,2,50000
138,1,1,NA,42,NA,10,NA,10,42,NA,1,NA
138,2,1,0,26,NA,10,0,10,26,0,2,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,1,27000,10,50000,3,27000,3,10,0,2,50000
138,1,2,80000,15,150000,6,80000,6,15,0,1,150000
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,1,NA,35,NA,5,NA,5,35,NA,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,2,NA,38,NA,10,NA,10,38,NA,1,NA
138,2,1,NA,48,NA,10,NA,10,48,NA,2,NA
138,1,2,18000,18,NA,1,18000,1,18,0,1,NA
138,2,1,33000,11,NA,5,33000,5,11,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,1,15000,43,NA,4,15000,4,43,0,2,NA
138,1,1,60000,12,NA,3,60000,3,12,0,1,NA
138,1,1,NA,38,NA,4,NA,4,38,NA,1,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,2,35000,12,50000,2,35000,2,12,0,2,50000
138,1,2,NA,43,60000,6,NA,6,43,NA,1,60000
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,NA,20,NA,5,NA,5,20,NA,2,NA
138,2,1,NA,99999996,NA,3,NA,3,99999996,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,1,NA,38,NA,17,NA,17,38,NA,2,NA
138,2,1,15000,21,NA,4,15000,4,21,0,2,NA
138,2,1,NA,43,NA,1,NA,1,43,NA,2,NA
138,1,1,30000,41,NA,5,30000,5,41,0,1,NA
138,2,2,NA,26,50000,6,NA,6,26,NA,2,50000
138,2,2,24000,99999996,50000,6,24000,6,99999996,0,2,50000
138,2,1,NA,29,NA,3,NA,3,29,NA,2,NA
138,1,2,NA,37,NA,4,NA,4,37,NA,1,NA
138,2,2,40000,12,NA,10,40000,10,12,0,2,NA
138,1,1,50000,5,NA,6,50000,6,5,0,1,NA
138,2,2,42000,14,NA,10,42000,10,14,0,2,NA
138,2,1,NA,30,NA,6,NA,6,30,NA,2,NA
138,1,1,100000,17,NA,10,100000,10,17,0,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,20000,9,NA,12,20000,12,9,0,2,NA
138,2,2,NA,30,NA,5,NA,5,30,NA,2,NA
138,1,2,35000,10,NA,10,35000,10,10,0,1,NA
138,2,2,22000,24,NA,5,22000,5,24,0,2,NA
138,1,1,35000,26,NA,5,35000,5,26,0,1,NA
138,1,1,NA,30,NA,3,NA,3,30,NA,1,NA
138,2,2,0,30,NA,1,0,1,30,0,2,NA
138,1,2,NA,25,NA,2,NA,2,25,NA,1,NA
138,1,2,NA,44,NA,1,NA,1,44,NA,1,NA
138,2,1,NA,33,NA,10,NA,10,33,NA,2,NA
138,2,1,NA,30,NA,10,NA,10,30,NA,2,NA
138,1,1,NA,57,NA,16,NA,16,57,NA,1,NA
138,2,1,19100,30,NA,2,19100,2,30,0,2,NA
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,1,1,50000,33,NA,5,50000,5,33,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,NA,5,50000,2,NA,2,5,NA,1,50000
138,2,2,90000,26,NA,10,90000,10,26,0,2,NA
138,2,2,NA,42,NA,10,NA,10,42,NA,2,NA
138,1,1,NA,30,NA,5,NA,5,30,NA,1,NA
138,2,1,25000,43,NA,6,25000,6,43,0,2,NA
138,2,2,50000,15,NA,2,50000,2,15,0,2,NA
138,2,2,NA,7,80000,2,NA,2,7,NA,2,80000
138,2,1,NA,41,NA,3,NA,3,41,NA,2,NA
138,2,2,35000,28,NA,10,35000,10,28,0,2,NA
138,2,2,NA,52,NA,6,NA,6,52,NA,2,NA
138,1,2,NA,50,NA,10,NA,10,50,NA,1,NA
138,2,1,NA,44,NA,10,NA,10,44,NA,2,NA
138,1,1,46000,45,NA,16,46000,16,45,0,1,NA
138,2,1,NA,36,NA,2,NA,2,36,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,1,1,NA,99999997,NA,12,NA,12,99999997,NA,1,NA
138,2,1,20000,10,150000,11,20000,11,10,0,2,150000
138,2,2,NA,40,NA,6,NA,6,40,NA,2,NA
138,1,2,NA,18,NA,5,NA,5,18,NA,1,NA
138,2,2,NA,6,30000,1,NA,1,6,NA,2,30000
138,2,2,NA,14,15000,6,NA,6,14,NA,2,15000
138,2,2,NA,34,NA,16,NA,16,34,NA,2,NA
138,1,2,35000,16,50000,10,35000,10,16,0,1,50000
138,2,2,50000,23,NA,10,50000,10,23,0,2,NA
138,2,1,NA,31,NA,10,NA,10,31,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,NA,4,30000,2,NA,2,4,NA,2,30000
138,1,2,NA,28,80000,4,NA,4,28,NA,1,80000
138,2,2,25000,0,NA,5,25000,5,0,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,1,NA,2,NA,10,NA,10,2,NA,2,NA
138,2,1,NA,30,NA,10,NA,10,30,NA,2,NA
138,1,1,70000,14,NA,10,70000,10,14,0,1,NA
138,1,2,30000,7,NA,12,30000,12,7,0,1,NA
138,1,2,50000,32,NA,10,50000,10,32,0,1,NA
138,2,2,NA,6,NA,10,NA,10,6,NA,2,NA
138,1,1,40000,43,NA,5,40000,5,43,0,1,NA
138,2,1,NA,24,40000,4,NA,4,24,NA,2,40000
138,2,1,27000,36,NA,4,27000,4,36,0,2,NA
138,2,1,46000,15,NA,6,46000,6,15,0,2,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,1,1,50000,24,NA,6,50000,6,24,0,1,NA
138,1,2,50000,29,NA,10,50000,10,29,0,1,NA
138,2,2,NA,10,30000,6,NA,6,10,NA,2,30000
138,2,2,99999997,1,NA,11,99999997,11,1,0,2,NA
138,2,2,NA,53,NA,10,NA,10,53,NA,2,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,1,1,52000,12,NA,10,52000,10,12,0,1,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,50000,20,NA,10,50000,10,20,0,2,NA
138,2,2,10000,40,NA,6,10000,6,40,0,2,NA
138,1,2,80000,27,NA,10,80000,10,27,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,NA,40,NA,6,NA,6,40,NA,2,NA
138,1,1,38000,30,NA,6,38000,6,30,0,1,NA
138,2,1,NA,45,NA,10,NA,10,45,NA,2,NA
138,2,2,70000,34,NA,5,70000,5,34,0,2,NA
138,1,2,NA,25,NA,6,NA,6,25,NA,1,NA
138,1,2,70000,2,NA,10,70000,10,2,0,1,NA
138,2,1,NA,7,NA,6,NA,6,7,NA,2,NA
138,1,1,NA,2,60000,3,NA,3,2,NA,1,60000
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,99999999,5,60000,3,99999999,3,5,0,1,60000
138,1,1,29000,20,100000,6,29000,6,20,0,1,100000
138,2,2,NA,22,NA,10,NA,10,22,NA,2,NA
138,1,2,NA,25,NA,13,NA,13,25,NA,1,NA
138,1,2,28000,5,NA,10,28000,10,5,0,1,NA
138,2,1,NA,47,NA,10,NA,10,47,NA,2,NA
138,1,2,30000,8,NA,10,30000,10,8,0,1,NA
138,2,1,24000,38,NA,5,24000,5,38,0,2,NA
138,1,2,40000,36,NA,2,40000,2,36,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,35000,18,NA,6,35000,6,18,0,1,NA
138,1,1,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,2,1,NA,37,NA,2,NA,2,37,NA,2,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,1,30000,15,NA,10,30000,10,15,0,2,NA
138,2,1,30000,10,NA,6,30000,6,10,0,2,NA
138,1,1,NA,5,NA,2,NA,2,5,NA,1,NA
138,2,2,40000,41,NA,6,40000,6,41,0,2,NA
138,2,2,30000,32,NA,6,30000,6,32,0,2,NA
138,2,2,NA,52,NA,5,NA,5,52,NA,2,NA
138,2,1,NA,15,NA,1,NA,1,15,NA,2,NA
138,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
138,2,1,35000,30,NA,6,35000,6,30,0,2,NA
138,1,1,30000,15,NA,1,30000,1,15,0,1,NA
138,2,1,35000,39,NA,10,35000,10,39,0,2,NA
138,2,1,NA,8,NA,10,NA,10,8,NA,2,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,1,2,99999998,24,NA,10,99999998,10,24,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,2,2,25000,5,NA,5,25000,5,5,0,2,NA
138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,1,NA,35,NA,5,NA,5,35,NA,1,NA
138,1,2,NA,33,NA,10,NA,10,33,NA,1,NA
138,2,2,30000,27,NA,10,30000,10,27,0,2,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,2,70000,23,NA,10,70000,10,23,0,2,NA
138,1,2,NA,14,NA,10,NA,10,14,NA,1,NA
138,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
138,2,2,70000,3,NA,3,70000,3,3,0,2,NA
138,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
138,2,2,75000,40,NA,10,75000,10,40,0,2,NA
138,1,2,NA,27,NA,10,NA,10,27,NA,1,NA
138,1,2,NA,44,NA,6,NA,6,44,NA,1,NA
138,2,1,180000,34,NA,12,180000,12,34,0,2,NA
138,1,2,180000,13,NA,10,180000,10,13,0,1,NA
138,1,2,190000,37,NA,10,190000,10,37,0,1,NA
138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
138,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
138,2,2,NA,35,NA,13,NA,13,35,NA,2,NA
138,2,2,30000,24,NA,10,30000,10,24,0,2,NA
138,1,2,NA,NA,NA,6,NA,6,NA,NA,1,NA
138,1,1,45000,23,NA,6,45000,6,23,0,1,NA
