region,gender,relocated,wage,experience,education,age,other_work,health,marital_status,pension,power_ladder,wealth_ladder,NCAT1,NCAT2,NCAT3,NCAT4,NCAT5,NCAT6,total_hh_income,has_wage
39,2,2,17020,18,11,41,2,3,4,2,2,2,0,1,0,1,0,0,18622.7,TRUE
39,1,1,15000,0,12,24,2,2,1,2,2,2,0,1,2,1,0,0,92800,TRUE
39,1,2,30000,24,10,47,2,3,3,2,3,3,0,1,2,1,0,0,92800,TRUE
39,2,1,0,99999997,10,47,2,3,3,2,2,3,0,1,2,1,0,0,92800,FALSE
39,2,1,0,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,30615.08,FALSE
39,2,2,9300,4,2,38,2,3,2,2,2,2,1,1,1,1,0,0,30615.08,TRUE
39,1,2,0,NA,NA,10,NA,3,NA,NA,NA,NA,1,1,1,1,0,0,30615.08,FALSE
39,1,1,0,9,3,32,2,2,2,2,3,2,1,1,1,1,0,0,30615.08,FALSE
39,2,1,0,30,6,60,2,4,3,1,1,2,0,0,0,0,1,1,12659.74,FALSE
39,1,2,0,38,10,66,2,3,3,1,1,2,0,0,0,0,1,1,12659.74,FALSE
39,1,2,0,NA,NA,4,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,36785.63,FALSE
39,1,2,18000,12,3,30,2,2,2,2,5,5,1,1,1,1,0,0,36785.63,TRUE
39,2,2,13000,7,6,31,2,2,2,2,5,5,1,1,1,1,0,0,36785.63,TRUE
39,2,1,0,36,6,54,2,3,3,2,1,2,0,0,1,1,0,0,23508.75,FALSE
39,1,1,0,14,5,54,2,2,3,1,1,2,0,0,1,1,0,0,23508.75,FALSE
39,2,2,0,20,4,53,2,3,3,2,4,4,0,0,1,1,0,0,18020.84,FALSE
39,1,1,14000,34,5,56,2,3,3,1,4,4,0,0,1,1,0,0,18020.84,TRUE
39,2,2,0,10,10,32,2,3,2,2,3,3,1,0,1,1,0,0,75000,FALSE
39,1,2,0,10,11,30,2,3,2,2,4,4,1,0,1,1,0,0,75000,FALSE
39,2,2,0,NA,NA,4,NA,3,NA,NA,NA,NA,1,0,1,1,0,0,75000,FALSE
39,1,2,0,NA,NA,4,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,17082.92,FALSE
39,1,1,13000,12,3,36,2,2,3,2,5,5,1,1,1,1,0,0,17082.92,TRUE
39,2,2,0,5,6,35,2,2,3,2,4,5,1,1,1,1,0,0,17082.92,FALSE
39,1,2,0,NA,1,16,2,2,1,2,5,6,1,1,1,1,0,0,17082.92,FALSE
39,1,1,0,11,2,31,1,3,2,2,4,5,1,1,1,1,0,0,38657,FALSE
39,1,2,0,NA,NA,5,NA,3,NA,NA,NA,NA,1,1,1,1,0,0,38657,FALSE
39,2,2,18000,15,11,39,2,3,2,2,5,5,1,1,1,1,0,0,38657,TRUE
39,2,1,0,25,6,58,2,3,4,1,4,4,0,0,0,0,0,1,9171.66,FALSE
39,1,2,0,NA,NA,5,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,101850.46,FALSE
39,2,1,10000,5,6,37,2,2,2,2,6,5,1,0,1,1,0,0,101850.46,TRUE
39,1,1,90000,12,4,31,2,2,2,2,6,7,1,0,1,1,0,0,101850.46,TRUE
39,2,2,0,99999997,6,34,2,2,6,2,2,2,1,1,0,1,0,0,21900,FALSE
39,1,1,0,NA,NA,3,NA,2,NA,NA,NA,NA,1,1,0,1,0,0,21900,FALSE
39,1,1,0,18,1,40,2,3,3,2,99999997,99999997,0,0,1,1,0,0,27100,FALSE
39,2,1,0,12,2,37,2,3,3,2,99999998,99999998,0,0,1,1,0,0,27100,FALSE
39,1,1,11000,23,2,48,2,2,2,2,4,4,2,3,1,1,0,0,31128.45,TRUE
39,2,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,2,3,1,1,0,0,31128.45,FALSE
39,2,2,10000,16,1,43,2,2,2,2,4,4,2,3,1,1,0,0,31128.45,TRUE
39,2,2,0,NA,2,23,2,2,1,2,5,5,0,1,0,2,0,0,21100,FALSE
39,2,2,20000,22,11,45,2,3,4,2,6,6,0,1,0,2,0,0,21100,TRUE
39,1,2,0,NA,1,17,2,4,1,2,4,4,0,1,0,2,0,0,21100,FALSE
39,2,2,0,NA,NA,3,NA,3,NA,NA,NA,NA,1,0,1,1,0,0,30000,FALSE
39,1,2,0,4,3,28,2,3,2,2,2,3,1,0,1,1,0,0,30000,FALSE
39,2,1,0,NA,2,21,2,3,2,2,3,3,1,0,1,1,0,0,30000,FALSE
39,1,1,26000,26,4,55,2,3,4,2,5,5,0,0,1,0,0,0,26000,TRUE
39,2,2,26000,13,10,36,2,2,2,2,5,5,1,1,1,1,0,0,53220.73,TRUE
39,2,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,53220.73,FALSE
39,1,2,17000,12,10,39,2,2,2,2,5,4,1,1,1,1,0,0,53220.73,TRUE
39,1,1,0,99999997,10,29,2,3,3,2,4,4,1,0,1,1,0,0,30000,FALSE
39,2,99999999,0,NA,NA,2,NA,3,NA,NA,NA,NA,1,0,1,1,0,0,30000,FALSE
39,2,2,0,NA,2,22,2,3,3,2,1,3,1,0,1,1,0,0,30000,FALSE
39,1,1,0,99999997,10,30,2,3,1,2,1,3,0,0,1,0,0,0,20000,FALSE
39,1,2,0,18,3,68,2,3,1,1,4,4,0,0,0,0,1,0,13600,FALSE
39,1,1,0,8,6,30,2,3,3,2,3,3,0,0,1,1,0,0,98000,FALSE
39,2,2,16000,5,15,26,2,3,3,2,2,4,0,0,1,1,0,0,98000,TRUE
39,2,1,0,99999997,3,36,2,3,2,2,3,3,0,0,2,1,0,0,30000,FALSE
39,1,2,0,99999996,5,47,2,3,2,2,2,4,0,0,2,1,0,0,30000,FALSE
39,1,1,0,NA,1,19,2,3,1,2,4,5,0,0,2,1,0,0,30000,FALSE
39,1,2,0,0,6,23,2,3,1,2,99999998,99999998,0,0,1,1,0,1,39000,FALSE
39,2,1,0,45,2,78,2,4,5,1,1,2,0,0,1,1,0,1,39000,FALSE
39,2,2,0,29,6,51,2,3,5,1,3,3,0,0,1,1,0,1,39000,FALSE
39,2,1,0,27,3,63,2,4,5,1,4,4,0,0,0,0,0,1,10000,FALSE
39,2,1,10000,99999996,4,40,2,2,2,2,5,5,1,0,2,1,0,1,92038.63,TRUE
39,1,1,0,15,5,46,1,2,2,2,5,5,1,0,2,1,0,1,92038.63,FALSE
39,2,1,0,35,2,80,2,4,5,1,6,6,1,0,2,1,0,1,92038.63,FALSE
39,1,1,40000,2,1,24,2,2,1,2,6,6,1,0,2,1,0,1,92038.63,TRUE
39,1,1,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,0,2,1,0,1,92038.63,FALSE
39,1,2,0,30,3,54,2,3,3,2,1,1,0,0,1,1,0,1,34641.17,FALSE
39,2,2,0,40,1,79,2,4,5,1,4,4,0,0,1,1,0,1,34641.17,FALSE
39,2,1,0,17,2,47,2,3,3,2,2,2,0,0,1,1,0,1,34641.17,FALSE
39,1,2,20000,99999997,10,40,2,2,3,2,2,3,0,0,1,0,0,1,40000,TRUE
39,2,1,20000,99999997,10,55,2,3,3,2,3,3,0,0,1,0,0,1,40000,TRUE
39,2,2,10000,13,2,35,2,2,2,2,4,4,0,1,1,1,0,0,26131.41,TRUE
39,1,1,15000,4,1,40,2,2,2,2,5,5,0,1,1,1,0,0,26131.41,TRUE
39,1,2,20000,14,6,30,2,3,2,2,6,6,0,2,1,1,0,0,35434,TRUE
39,2,2,11800,4,2,32,2,2,2,2,6,6,0,2,1,1,0,0,35434,TRUE
39,1,2,20000,14,5,43,2,3,2,1,3,4,1,1,1,1,0,0,35681.62,TRUE
39,2,2,0,NA,NA,5,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,35681.62,FALSE
39,2,2,11000,12,11,32,2,3,2,2,4,4,1,1,1,1,0,0,35681.62,TRUE
45,2,2,17000,33,5,52,2,3,2,1,5,5,0,0,3,1,0,0,86050,TRUE
45,1,1,35000,34,5,55,2,2,2,2,5,5,0,0,3,1,0,0,86050,TRUE
45,1,2,35000,6,2,32,2,3,1,2,5,4,0,0,3,1,0,0,86050,TRUE
45,1,2,0,NA,6,21,2,2,1,2,6,5,0,0,3,1,0,0,86050,FALSE
45,2,2,15000,37,6,55,2,3,5,2,5,4,0,0,1,0,0,2,93812.58,TRUE
45,1,2,30000,2,2,23,2,2,1,2,5,4,0,0,1,0,0,2,93812.58,TRUE
45,2,1,0,50,1,82,2,3,5,1,5,3,0,0,1,0,0,2,93812.58,FALSE
45,2,2,0,39,6,63,2,3,5,1,7,5,1,0,1,1,0,1,157991.15,FALSE
45,1,2,0,NA,NA,4,NA,2,NA,NA,NA,NA,1,0,1,1,0,1,157991.15,FALSE
45,2,2,0,19,10,37,2,2,2,2,5,6,1,0,1,1,0,1,157991.15,FALSE
45,1,2,60000,8,10,30,2,2,2,2,6,6,1,0,1,1,0,1,157991.15,TRUE
45,2,1,0,38,1,84,2,4,5,1,4,5,0,0,0,0,0,1,25050,FALSE
45,2,1,0,42,1,90,2,4,5,1,4,3,0,0,1,1,0,2,63950,FALSE
45,1,2,30000,4,6,31,2,2,1,2,4,4,0,0,1,1,0,2,63950,TRUE
45,2,1,0,99999997,99999998,61,2,3,5,1,3,1,0,0,1,1,0,2,63950,FALSE
45,2,2,0,3,10,25,2,3,1,2,3,1,0,0,1,1,0,2,63950,FALSE
45,1,2,0,16,4,55,1,3,1,2,5,3,0,0,1,0,0,0,15000,FALSE
45,2,2,0,38,6,62,2,3,4,1,3,4,0,0,1,1,0,1,79786,FALSE
45,1,1,0,6,3,30,2,2,2,2,5,5,0,0,1,1,0,1,79786,FALSE
45,2,2,30000,5,10,28,2,2,2,2,6,4,0,0,1,1,0,1,79786,TRUE
45,2,2,25000,51,6,68,2,3,2,1,4,5,0,0,1,1,1,1,147006.13,TRUE
45,2,2,30000,12,10,31,2,2,3,2,5,5,0,0,1,1,1,1,147006.13,TRUE
45,1,2,15000,43,10,65,2,3,2,1,5,6,0,0,1,1,1,1,147006.13,TRUE
45,1,2,0,11,10,33,2,2,3,2,5,5,0,0,1,1,1,1,147006.13,FALSE
45,1,2,0,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,70000,FALSE
45,1,2,0,NA,1,16,2,2,1,2,5,6,1,1,1,1,0,0,70000,FALSE
45,2,2,20000,19,6,41,2,2,2,2,4,5,1,1,1,1,0,0,70000,TRUE
45,1,2,30000,23,6,40,2,2,2,2,3,5,1,1,1,1,0,0,70000,TRUE
45,2,2,0,NA,10,26,2,2,3,2,5,4,0,0,1,2,0,0,53000,FALSE
45,2,2,0,28,2,42,2,2,4,2,4,3,0,0,1,2,0,0,53000,FALSE
45,1,2,0,2,6,24,2,2,3,2,5,5,0,0,1,2,0,0,53000,FALSE
45,1,2,0,NA,1,17,2,2,1,2,5,5,0,1,1,1,0,2,135461.75,FALSE
45,2,2,30000,17,10,39,2,2,2,2,5,5,0,1,1,1,0,2,135461.75,TRUE
45,2,1,0,30,10,89,2,4,5,1,4,5,0,1,1,1,0,2,135461.75,FALSE
45,1,2,0,8,10,33,2,2,2,2,3,4,0,1,1,1,0,2,135461.75,FALSE
45,2,2,0,38,10,63,2,3,4,1,3,4,0,1,1,1,0,2,135461.75,FALSE
45,2,2,35000,28,2,45,2,3,2,2,5,5,0,1,2,1,0,0,89426.62,TRUE
45,1,2,30000,1,2,19,2,2,1,99999997,4,4,0,1,2,1,0,0,89426.62,TRUE
45,1,1,32000,26,5,43,2,2,2,2,5,5,0,1,2,1,0,0,89426.62,TRUE
45,1,2,0,43,10,66,2,3,2,1,5,4,0,0,0,0,1,1,76281.7,FALSE
45,2,1,0,29,5,66,1,3,2,1,6,6,0,0,0,0,1,1,76281.7,FALSE
45,1,2,0,45,10,65,2,3,2,1,3,3,0,0,0,0,1,1,45025.92,FALSE
45,2,1,0,33,6,61,2,3,2,1,4,3,0,0,0,0,1,1,45025.92,FALSE
45,1,2,0,40,4,66,2,3,2,1,5,5,0,0,0,0,1,1,34269.99,FALSE
45,2,2,0,99999999,2,67,2,3,2,1,4,5,0,0,0,0,1,1,34269.99,FALSE
45,2,2,25000,5,10,28,2,2,1,2,5,7,0,0,0,2,1,2,168875,TRUE
45,1,1,0,53,10,70,2,3,2,1,6,7,0,0,0,2,1,2,168875,FALSE
45,2,1,0,26,10,88,2,4,5,1,7,6,0,0,0,2,1,2,168875,FALSE
45,2,1,0,9,10,58,2,3,2,1,6,7,0,0,0,2,1,2,168875,FALSE
45,2,2,30000,99999997,10,25,2,2,1,2,5,5,0,0,0,2,1,2,168875,TRUE
45,2,2,19000,26,6,52,2,3,3,2,5,5,0,0,1,1,0,0,45000,TRUE
45,1,1,25000,18,3,48,2,3,3,2,5,5,0,0,1,1,0,0,45000,TRUE
45,1,2,70000,38,2,55,2,3,2,2,5,5,0,0,1,0,0,1,119486.76,TRUE
45,2,1,20000,37,6,55,2,2,2,1,6,5,0,0,1,0,0,1,119486.76,TRUE
45,2,2,0,2,6,43,2,3,2,2,5,6,0,2,2,1,0,0,116643.55,FALSE
45,1,2,14000,1,6,22,2,2,1,2,6,5,0,2,2,1,0,0,116643.55,TRUE
45,1,1,75000,34,10,57,2,3,2,1,6,6,0,2,2,1,0,0,116643.55,TRUE
45,1,2,50000,23,1,41,2,2,2,2,6,6,1,1,1,1,0,1,84820,TRUE
45,2,1,0,38,1,68,2,4,2,1,4,4,1,1,1,1,0,1,84820,FALSE
45,2,2,25000,17,6,37,2,2,2,2,6,6,1,1,1,1,0,1,84820,TRUE
45,1,2,25000,26,2,49,2,3,2,2,4,3,2,2,1,1,0,1,85420,TRUE
45,1,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,2,2,1,1,0,1,85420,FALSE
45,2,1,5000,40,5,71,2,3,5,1,5,5,2,2,1,1,0,1,85420,TRUE
45,1,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,2,2,1,1,0,1,85420,FALSE
45,2,1,0,25,6,44,2,3,2,2,5,4,2,2,1,1,0,1,85420,FALSE
45,1,1,0,33,10,75,2,4,4,1,3,2,0,0,0,0,1,0,15519,FALSE
45,2,2,0,8,6,40,2,2,2,2,3,2,0,0,1,2,0,0,50000,FALSE
45,1,2,30000,22,3,44,2,3,2,2,3,4,0,0,1,2,0,0,50000,TRUE
45,2,2,0,37,10,57,2,3,4,1,2,4,0,0,1,0,0,2,32800,FALSE
45,1,1,0,11,10,31,2,2,1,2,4,4,0,0,1,0,0,2,32800,FALSE
45,2,2,0,30,4,79,2,4,4,1,2,3,0,0,1,0,0,2,32800,FALSE
45,2,1,0,40,6,80,2,4,1,1,3,5,0,0,0,0,0,1,23800,FALSE
45,1,2,0,25,3,49,2,3,3,2,1,1,0,0,1,0,0,1,31286,FALSE
45,2,2,0,18,6,60,2,3,3,1,1,1,0,0,1,0,0,1,31286,FALSE
45,2,1,0,41,6,72,2,3,4,1,3,3,0,0,0,0,0,1,19851.45,FALSE
45,2,1,0,42,10,81,2,3,4,1,7,5,0,0,0,0,0,2,69900,FALSE
45,2,2,30000,30,10,56,2,3,4,1,6,5,0,0,0,0,0,2,69900,TRUE
45,2,1,20000,99999997,10,60,2,3,5,1,5,4,0,0,1,0,0,1,52000,TRUE
45,1,2,20000,7,10,28,2,2,1,2,5,5,0,0,1,0,0,1,52000,TRUE
45,2,1,30000,16,10,37,2,2,2,2,5,4,1,1,1,1,0,0,65000,TRUE
45,1,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,65000,FALSE
45,1,1,35000,12,10,38,2,2,2,2,5,6,1,1,1,1,0,0,65000,TRUE
45,1,2,20000,1,10,23,2,2,1,2,5,2,0,0,1,1,0,0,70000,TRUE
45,2,2,30000,29,10,50,1,2,4,2,5,4,0,0,1,1,0,0,70000,TRUE
45,1,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,71000,FALSE
45,2,2,36000,24,12,42,2,3,2,2,2,2,1,1,1,1,0,0,71000,TRUE
45,1,2,30000,30,2,48,2,3,2,2,2,3,1,1,1,1,0,0,71000,TRUE
45,2,1,0,28,6,81,2,3,5,1,5,5,0,0,0,0,0,1,23500,FALSE
45,2,1,35000,29,10,47,2,3,2,2,7,6,0,0,1,1,0,0,60000,TRUE
45,1,2,15000,32,6,50,2,3,2,1,6,6,0,0,1,1,0,0,60000,TRUE
45,1,2,50000,1,6,20,2,2,1,2,5,4,0,0,1,1,0,0,91000,TRUE
45,2,1,25000,27,4,45,2,3,4,2,5,5,0,0,1,1,0,0,91000,TRUE
45,1,2,0,NA,1,17,2,2,1,2,3,2,0,1,0,1,0,0,21500,FALSE
45,2,2,15000,22,5,44,2,3,4,2,3,2,0,1,0,1,0,0,21500,TRUE
45,1,1,0,42,16,85,2,3,2,1,6,4,0,0,0,0,1,1,53500,FALSE
45,2,2,0,49,10,81,2,4,2,1,7,6,0,0,0,0,1,1,53500,FALSE
45,2,2,0,NA,2,19,2,2,1,2,5,3,0,1,0,3,0,0,90000,FALSE
45,2,1,30000,28,10,48,2,2,1,1,5,3,0,1,0,3,0,0,90000,TRUE
45,2,1,25000,12,10,44,2,2,4,2,4,4,0,1,0,3,0,0,90000,TRUE
45,2,2,0,16,10,38,2,2,2,2,5,3,1,0,1,1,0,0,35000,FALSE
45,1,2,30000,9,10,35,2,2,2,2,5,3,1,0,1,1,0,0,35000,TRUE
45,2,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,35000,FALSE
45,2,2,0,NA,NA,1,NA,2,NA,NA,NA,NA,1,0,2,1,0,1,124920,FALSE
45,1,1,20000,19,6,58,2,3,2,1,5,4,1,0,2,1,0,1,124920,TRUE
45,2,2,13800,6,10,27,2,2,2,2,5,4,1,0,2,1,0,1,124920,TRUE
45,1,1,45000,1,12,28,2,3,2,2,4,4,1,0,2,1,0,1,124920,TRUE
45,2,1,15000,20,5,57,2,4,2,1,4,4,1,0,2,1,0,1,124920,TRUE
45,1,1,45000,10,10,29,2,3,2,2,4,4,0,3,2,1,0,1,113850.16,TRUE
45,2,1,30000,13,10,35,2,3,2,2,3,3,0,3,2,1,0,1,113850.16,TRUE
45,1,1,0,21,6,56,1,3,2,1,1,2,0,3,2,1,0,1,113850.16,FALSE
45,2,1,0,24,6,55,2,3,2,1,3,3,0,3,2,1,0,1,113850.16,FALSE
45,2,1,11200,48,5,67,2,4,6,1,4,2,0,0,0,0,0,1,25700,TRUE
45,2,1,0,42,1,87,2,3,5,1,3,3,0,0,0,1,0,1,53821.7,FALSE
45,2,1,25000,6,10,28,2,3,1,2,4,4,0,0,0,1,0,1,53821.7,TRUE
45,1,2,34000,1,12,25,2,2,1,2,3,3,0,0,1,1,0,0,75500,TRUE
45,2,2,32000,29,10,51,2,3,1,1,4,4,0,0,1,1,0,0,75500,TRUE
45,1,2,35000,33,6,53,2,3,2,2,4,4,0,0,2,1,0,0,88000,TRUE
45,2,2,28000,17,11,47,2,3,2,2,5,4,0,0,2,1,0,0,88000,TRUE
45,1,2,25000,5,10,27,2,2,1,2,4,2,0,0,2,1,0,0,88000,TRUE
45,2,1,0,17,5,55,2,99999999,5,1,3,2,0,0,0,0,0,1,18135.47,FALSE
45,1,2,35000,16,10,37,2,3,4,2,5,6,0,1,1,0,0,1,57600,TRUE
45,2,1,11300,43,6,66,2,3,5,1,3,2,0,1,1,0,0,1,57600,TRUE
45,2,1,15000,22,10,36,2,3,4,2,4,3,0,0,0,1,1,0,23187.23,TRUE
45,1,1,0,43,5,71,2,3,4,1,3,3,0,0,0,1,1,0,23187.23,FALSE
45,2,1,0,41,4,74,2,4,5,1,3,2,0,0,0,0,0,1,14668,FALSE
45,2,1,0,48,1,88,2,4,5,1,2,3,0,0,0,0,0,1,24918.78,FALSE
45,1,2,25000,21,2,44,2,2,2,2,3,3,0,0,1,2,0,0,65182.92,TRUE
45,2,2,20000,22,6,44,2,2,2,2,3,3,0,0,1,2,0,0,65182.92,TRUE
45,2,2,18000,5,5,24,2,2,1,2,2,2,0,0,1,2,0,0,65182.92,TRUE
45,2,1,0,35,10,70,2,4,5,1,2,2,0,0,0,0,0,1,19530.76,FALSE
45,2,2,0,38,5,62,2,4,3,1,5,5,0,0,0,0,1,1,59000,FALSE
45,1,2,35000,21,5,62,2,4,3,1,5,5,0,0,0,0,1,1,59000,TRUE
45,2,2,0,23,5,53,2,3,1,2,3,1,0,0,1,1,0,0,25000,FALSE
45,1,2,25000,33,2,50,2,3,4,2,3,2,0,0,1,1,0,0,25000,TRUE
45,2,1,0,36,10,68,2,3,5,1,3,2,0,0,1,0,0,1,25210.7,FALSE
45,1,2,0,NA,10,23,2,2,1,2,3,1,0,0,1,0,0,1,25210.7,FALSE
45,2,1,36000,40,10,59,2,3,3,1,5,5,0,0,0,0,1,1,81059.48,TRUE
45,1,1,0,38,6,63,2,2,3,1,5,5,0,0,0,0,1,1,81059.48,FALSE
45,2,2,0,NA,1,18,2,3,1,1,4,4,1,0,1,3,1,1,116231.8,FALSE
45,2,2,0,38,4,70,2,3,2,1,5,5,1,0,1,3,1,1,116231.8,FALSE
45,2,2,0,26,6,49,2,3,4,2,4,3,1,0,1,3,1,1,116231.8,FALSE
45,2,2,27000,19,5,39,2,2,3,2,5,4,1,0,1,3,1,1,116231.8,TRUE
45,1,2,25000,21,5,41,2,2,3,2,4,3,1,0,1,3,1,1,116231.8,TRUE
45,1,2,0,42,1,72,2,3,2,1,5,5,1,0,1,3,1,1,116231.8,FALSE
45,2,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,0,1,3,1,1,116231.8,FALSE
45,1,2,0,5,5,42,2,4,2,1,3,5,0,0,1,1,0,0,42100,FALSE
45,2,2,33000,20,5,49,2,2,2,2,5,5,0,0,1,1,0,0,42100,TRUE
45,2,1,30000,15,10,41,2,2,2,2,4,3,0,1,1,2,0,0,30000,TRUE
45,2,2,0,NA,2,18,2,2,1,2,5,4,0,1,1,2,0,0,30000,FALSE
45,1,2,0,20,2,43,2,3,2,2,3,3,0,1,1,2,0,0,30000,FALSE
45,1,2,0,3,4,47,2,3,2,2,4,4,0,1,3,1,0,2,96782,FALSE
45,2,2,25000,22,6,42,2,3,2,2,5,5,0,1,3,1,0,2,96782,TRUE
45,1,2,0,NA,1,18,2,2,1,2,4,4,0,1,3,1,0,2,96782,FALSE
45,2,1,0,40,4,63,2,3,3,1,6,3,0,1,3,1,0,2,96782,FALSE
45,2,1,0,40,1,87,2,4,5,1,5,5,0,1,3,1,0,2,96782,FALSE
45,1,1,0,33,2,57,2,2,3,1,4,5,0,1,3,1,0,2,96782,FALSE
45,1,1,30000,15,10,55,2,3,2,2,4,4,0,1,1,1,0,0,50000,TRUE
45,2,1,15000,24,6,53,2,3,2,2,3,3,0,1,1,1,0,0,50000,TRUE
45,2,1,0,36,6,81,2,4,5,1,3,4,0,0,0,0,0,1,20230,FALSE
45,2,2,0,48,6,74,2,3,5,1,5,5,0,0,0,0,0,1,16586,FALSE
45,2,2,17000,5,5,31,2,2,3,2,3,3,0,0,1,1,0,0,52000,TRUE
45,1,2,35000,1,5,28,2,2,3,2,3,3,0,0,1,1,0,0,52000,TRUE
45,2,2,26000,21,10,49,2,3,1,1,5,5,0,0,0,1,0,1,51792.49,TRUE
45,2,1,0,38,5,75,2,3,5,1,5,5,0,0,0,1,0,1,51792.49,FALSE
45,2,1,12000,36,6,70,2,3,2,1,5,5,0,0,1,0,0,1,54996.49,TRUE
45,1,1,0,40,2,59,2,2,2,1,5,4,0,0,1,0,0,1,54996.49,FALSE
45,1,1,0,46,4,92,2,3,5,1,5,5,0,0,0,0,1,0,24664,FALSE
45,1,2,35000,43,2,60,2,3,2,2,5,5,0,0,1,0,0,1,76514.59,TRUE
45,2,1,0,39,2,58,2,3,2,1,5,5,0,0,1,0,0,1,76514.59,FALSE
45,2,2,15000,3,6,23,2,2,4,2,4,4,0,0,0,1,0,1,28311,TRUE
45,2,2,0,39,6,64,2,2,4,1,5,5,0,0,0,1,0,1,28311,FALSE
45,1,2,35000,16,10,41,2,2,2,2,4,4,0,2,1,1,0,1,82348.4,TRUE
45,2,1,0,34,6,74,2,2,5,1,99999999,3,0,2,1,1,0,1,82348.4,FALSE
45,2,2,30000,25,10,43,2,2,2,2,7,5,0,2,1,1,0,1,82348.4,TRUE
45,2,1,30000,32,10,47,2,3,3,2,7,5,1,0,2,2,0,1,131320.93,TRUE
45,2,2,0,7,6,27,2,2,2,2,5,5,1,0,2,2,0,1,131320.93,FALSE
45,2,2,0,NA,NA,2,NA,2,NA,NA,NA,NA,1,0,2,2,0,1,131320.93,FALSE
45,2,1,0,36,6,76,2,3,5,1,5,5,1,0,2,2,0,1,131320.93,FALSE
45,1,2,20000,10,10,45,1,2,3,2,5,5,1,0,2,2,0,1,131320.93,TRUE
45,1,2,55000,9,6,29,2,2,2,2,5,5,1,0,2,2,0,1,131320.93,TRUE
45,1,2,0,38,10,71,2,3,5,1,4,3,0,0,0,0,1,0,15920,FALSE
45,1,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,1,2,1,1,0,0,46550,FALSE
45,2,2,0,5,10,35,2,2,2,2,4,4,1,2,1,1,0,0,46550,FALSE
45,1,2,15000,99999997,6,38,2,2,2,2,6,5,1,2,1,1,0,0,46550,TRUE
45,2,1,0,39,4,81,2,4,5,1,4,3,0,0,0,0,0,1,18200,FALSE
45,1,2,17000,30,5,51,2,3,2,2,4,4,0,0,1,1,0,0,47765,TRUE
45,2,1,24000,29,2,51,2,3,2,1,4,5,0,0,1,1,0,0,47765,TRUE
45,1,2,19000,99999997,4,61,2,4,2,1,3,3,0,0,0,0,1,1,37200,TRUE
45,2,2,0,25,4,58,2,3,2,1,4,5,0,0,0,0,1,1,37200,FALSE
45,1,2,15000,99999997,1,38,2,3,3,2,5,4,0,3,1,1,0,0,41000,TRUE
45,1,2,0,99999996,1,16,2,2,1,2,4,2,0,3,1,1,0,0,41000,FALSE
45,2,2,0,99999996,1,36,2,3,3,2,5,5,0,3,1,1,0,0,41000,FALSE
45,1,2,30000,6,16,28,2,2,1,2,6,5,0,0,1,1,1,1,91140.61,TRUE
45,1,1,10000,34,10,61,2,2,2,1,5,3,0,0,1,1,1,1,91140.61,TRUE
45,2,2,25000,8,12,26,2,2,1,2,5,4,0,0,1,1,1,1,91140.61,TRUE
45,2,1,15000,32,10,55,2,2,2,2,5,4,0,0,1,1,1,1,91140.61,TRUE
45,2,2,0,15,2,49,2,2,3,2,6,4,0,0,0,1,1,0,54600,FALSE
45,1,2,0,99999997,2,62,1,2,3,1,3,4,0,0,0,1,1,0,54600,FALSE
45,2,1,0,40,10,69,2,3,1,1,3,2,0,0,0,0,0,1,9800,FALSE
45,2,1,0,33,13,60,2,3,5,1,5,3,0,0,0,0,0,1,17959.67,FALSE
45,2,2,20000,12,10,35,2,2,2,2,6,4,1,1,1,1,0,0,62227.67,TRUE
45,1,2,0,NA,NA,5,NA,3,NA,NA,NA,NA,1,1,1,1,0,0,62227.67,FALSE
45,1,2,0,99999996,5,37,1,3,2,1,3,5,1,1,1,1,0,0,62227.67,FALSE
45,2,2,0,42,6,72,2,3,2,1,5,4,0,0,0,0,0,1,17600,FALSE
45,1,2,60000,9,6,29,2,3,2,2,5,4,1,1,1,1,0,0,86000,TRUE
45,2,2,0,NA,NA,0,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,86000,FALSE
45,2,1,20000,16,11,38,2,3,2,2,7,5,1,1,1,1,0,0,86000,TRUE
45,2,1,0,38,2,81,2,4,5,1,2,2,0,0,0,0,0,1,26571,FALSE
45,2,2,30000,29,10,52,2,2,1,1,7,6,0,0,0,2,0,0,27181.07,TRUE
