region,gender,relocated,wage,experience,education,age,other_work,health,marital_status,pension,power_ladder,wealth_ladder,NCAT1,NCAT2,NCAT3,NCAT4,NCAT5,NCAT6,total_hh_income,has_wage
72,1,1,30000,9,10,29,2,2,2,2,1,3,1,1,1,1,0,0,52400,TRUE
72,2,1,13000,99999996,10,32,2,2,2,2,1,3,1,1,1,1,0,0,52400,TRUE
72,1,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,52400,FALSE
72,2,2,0,NA,2,21,2,2,1,2,1,3,0,0,0,2,0,1,39800,FALSE
72,2,2,0,36,10,66,2,2,5,1,1,3,0,0,0,2,0,1,39800,FALSE
72,2,2,20000,17,10,42,2,2,4,2,1,3,0,0,0,2,0,1,39800,TRUE
72,2,2,30000,26,2,43,2,2,2,2,1,3,0,2,1,1,0,0,61888.22,TRUE
72,1,2,25000,27,3,46,2,2,2,2,1,4,0,2,1,1,0,0,61888.22,TRUE
72,2,1,0,33,6,86,2,3,5,1,1,3,0,0,0,0,0,1,19650,FALSE
72,2,1,0,33,5,79,2,4,5,1,1,2,0,0,0,0,0,1,13800,FALSE
72,2,2,30000,5,10,37,2,2,2,2,1,3,2,2,1,1,0,1,81433.68,TRUE
72,2,2,0,NA,NA,2,NA,2,NA,NA,NA,NA,2,2,1,1,0,1,81433.68,FALSE
72,1,2,0,21,6,39,2,2,2,2,1,3,2,2,1,1,0,1,81433.68,FALSE
72,2,2,13000,47,10,66,2,2,4,1,1,3,2,2,1,1,0,1,81433.68,TRUE
72,1,2,0,NA,NA,4,NA,2,NA,NA,NA,NA,2,2,1,1,0,1,81433.68,FALSE
72,2,2,0,39,10,70,2,3,5,1,1,2,0,0,0,0,0,1,15800,FALSE
72,1,1,35000,19,10,42,2,2,2,2,1,3,0,2,1,2,0,0,42500,TRUE
72,2,2,0,NA,2,18,2,2,1,2,1,3,0,2,1,2,0,0,42500,FALSE
72,2,2,0,17,10,38,2,2,2,2,1,3,0,2,1,2,0,0,42500,FALSE
72,2,2,0,35,4,83,2,4,5,1,1,4,0,0,0,0,0,1,25800,FALSE
72,1,2,25000,31,10,56,2,2,2,2,1,3,0,0,1,2,0,0,53589.93,TRUE
72,2,2,0,NA,2,21,2,2,1,2,1,3,0,0,1,2,0,0,53589.93,FALSE
72,2,2,25000,26,10,51,2,2,2,2,1,3,0,0,1,2,0,0,53589.93,TRUE
72,1,1,25000,25,5,46,2,3,2,2,4,4,0,2,1,2,0,0,61000,TRUE
72,2,2,9000,1,6,22,2,3,1,2,4,4,0,2,1,2,0,0,61000,TRUE
72,2,2,17000,18,6,43,2,3,2,2,4,3,0,2,1,2,0,0,61000,TRUE
72,2,1,0,36,6,72,2,4,5,1,5,4,0,0,0,0,0,1,15640,FALSE
72,2,1,0,36,10,68,2,4,4,1,3,3,0,0,0,0,0,1,17560,FALSE
72,2,2,15000,21,6,46,2,3,2,2,5,5,0,0,2,1,0,0,42700,TRUE
72,1,2,0,NA,2,21,2,3,1,2,3,4,0,0,2,1,0,0,42700,FALSE
72,1,2,25000,25,6,46,2,3,2,2,7,4,0,0,2,1,0,0,42700,TRUE
72,2,2,15000,14,10,43,2,3,2,2,4,3,0,2,1,1,0,0,46000,TRUE
72,1,2,30000,27,10,45,2,3,2,2,4,3,0,2,1,1,0,0,46000,TRUE
72,2,2,15000,18,10,44,2,3,2,2,4,3,0,0,2,1,0,0,44120,TRUE
72,1,2,0,NA,2,21,2,3,1,2,3,3,0,0,2,1,0,0,44120,FALSE
72,1,2,15000,24,2,44,2,3,2,1,4,3,0,0,2,1,0,0,44120,TRUE
72,1,1,0,34,5,56,2,4,2,1,3,2,0,0,2,1,0,0,44880,FALSE
72,2,1,10800,29,6,54,2,4,2,2,5,2,0,0,2,1,0,0,44880,TRUE
72,1,2,12000,15,5,33,2,3,1,2,3,3,0,0,2,1,0,0,44880,TRUE
72,2,1,0,53,3,96,2,4,5,1,5,5,0,0,0,0,1,2,47280,FALSE
72,2,1,0,41,10,64,2,3,2,1,5,5,0,0,0,0,1,2,47280,FALSE
72,1,1,0,37,4,64,2,3,2,1,5,5,0,0,0,0,1,2,47280,FALSE
72,2,2,15000,6,10,26,2,2,1,2,5,4,0,0,1,2,0,0,72100,TRUE
72,2,1,22000,29,10,52,2,2,2,2,5,5,0,0,1,2,0,0,72100,TRUE
72,1,2,30000,30,6,54,2,2,2,2,5,4,0,0,1,2,0,0,72100,TRUE
72,1,2,22000,29,5,51,2,3,2,2,4,4,0,0,1,1,0,0,42000,TRUE
72,2,2,20000,31,6,49,2,3,2,2,4,4,0,0,1,1,0,0,42000,TRUE
72,2,2,0,99999997,6,21,2,2,1,2,4,4,0,0,0,1,0,1,35780,FALSE
72,2,1,0,39,6,90,2,4,5,1,4,4,0,0,0,1,0,1,35780,FALSE
72,1,1,0,25,6,58,2,4,5,1,3,3,0,0,1,0,0,1,33040,FALSE
72,2,2,0,34,10,83,2,3,5,1,4,4,0,0,1,0,0,1,33040,FALSE
72,2,1,0,32,10,64,2,2,2,1,5,5,0,0,0,0,1,1,43900,FALSE
72,1,1,0,40,10,64,2,3,2,1,5,5,0,0,0,0,1,1,43900,FALSE
72,1,2,25000,11,10,33,2,2,2,2,4,4,0,1,1,1,0,0,55300,TRUE
72,2,2,20000,10,6,33,2,2,2,2,4,4,0,1,1,1,0,0,55300,TRUE
72,1,2,40000,33,10,55,2,2,2,2,4,4,0,1,1,1,0,1,96860,TRUE
72,2,2,20000,27,10,53,2,2,2,1,4,4,0,1,1,1,0,1,96860,TRUE
72,2,1,0,39,2,74,2,4,4,1,5,4,0,1,1,1,0,1,96860,FALSE
72,1,2,0,15,10,37,2,2,2,2,4,4,0,1,1,1,0,0,55000,FALSE
72,2,1,20000,13,10,37,2,2,2,2,4,4,0,1,1,1,0,0,55000,TRUE
72,1,2,0,NA,10,23,2,3,1,2,3,3,0,0,1,0,0,1,36770,FALSE
72,2,1,0,48,2,88,2,4,5,1,4,4,0,0,1,0,0,1,36770,FALSE
72,1,2,0,30,10,50,2,3,2,1,5,4,0,1,1,2,0,0,47820,FALSE
72,2,2,0,NA,2,20,2,3,1,2,4,3,0,1,1,2,0,0,47820,FALSE
72,2,2,0,17,6,47,2,3,2,2,4,4,0,1,1,2,0,0,47820,FALSE
72,1,2,0,NA,NA,0,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,123000,FALSE
72,1,2,0,17,10,40,2,3,2,2,5,5,1,1,1,1,0,0,123000,FALSE
72,2,2,19000,11,10,33,2,2,2,2,5,5,1,1,1,1,0,0,123000,TRUE
72,1,2,0,14,10,36,2,2,2,2,4,4,0,1,1,1,0,0,58000,FALSE
72,2,2,25000,9,10,33,2,2,2,2,4,4,0,1,1,1,0,0,58000,TRUE
72,2,2,0,39,10,62,2,5,2,1,6,4,0,0,0,0,1,2,57522,FALSE
72,1,1,0,36,6,64,2,4,2,1,5,3,0,0,0,0,1,2,57522,FALSE
72,2,1,0,37,1,81,2,5,5,1,6,4,0,0,0,0,1,2,57522,FALSE
72,2,2,15500,15,6,46,2,3,2,2,4,4,0,0,1,1,1,1,96481.89,TRUE
72,1,2,40000,24,10,48,2,3,2,2,5,4,0,0,1,1,1,1,96481.89,TRUE
72,2,1,0,30,10,74,2,4,2,1,4,4,0,0,1,1,1,1,96481.89,FALSE
72,1,1,0,45,10,79,2,3,2,1,4,4,0,0,1,1,1,1,96481.89,FALSE
72,2,2,0,NA,2,20,2,2,1,2,1,3,0,0,1,2,0,0,60000,FALSE
72,2,1,30000,31,10,50,2,2,2,2,1,3,0,0,1,2,0,0,60000,TRUE
72,1,2,30000,23,10,48,2,2,2,2,1,3,0,0,1,2,0,0,60000,TRUE
72,2,2,0,NA,2,18,2,2,1,2,1,5,0,0,1,2,0,1,93866.47,FALSE
72,1,2,0,22,2,43,2,2,2,2,1,4,0,0,1,2,0,1,93866.47,FALSE
72,2,2,0,36,5,67,2,3,5,1,1,5,0,0,1,2,0,1,93866.47,FALSE
72,2,1,20000,16,6,43,2,2,2,2,1,5,0,0,1,2,0,1,93866.47,TRUE
72,2,1,0,35,10,69,2,4,2,1,1,3,0,0,0,0,1,1,37480.52,FALSE
72,1,1,0,43,5,69,2,3,2,1,1,3,0,0,0,0,1,1,37480.52,FALSE
72,1,2,40000,4,5,38,2,2,2,2,1,3,1,1,1,1,0,1,65707.18,TRUE
72,2,2,0,15,6,33,2,2,2,2,1,3,1,1,1,1,0,1,65707.18,FALSE
72,2,1,0,36,3,65,2,3,4,1,1,3,1,1,1,1,0,1,65707.18,FALSE
72,2,2,0,NA,NA,1,NA,2,NA,NA,NA,NA,1,1,1,1,0,1,65707.18,FALSE
72,2,1,0,37,10,78,2,4,5,1,3,3,0,0,0,0,0,1,21064,FALSE
72,1,2,29000,16,6,35,2,3,1,2,4,4,0,0,1,0,1,0,51560,TRUE
72,1,2,0,46,6,74,2,4,5,1,4,3,0,0,1,0,1,0,51560,FALSE
72,1,2,20000,99999996,5,24,2,2,1,2,1,2,0,2,3,2,0,0,110724.76,TRUE
72,2,1,13000,11,3,50,2,3,2,2,1,2,0,2,3,2,0,0,110724.76,TRUE
72,1,1,20000,11,5,31,2,2,2,2,1,2,0,2,3,2,0,0,110724.76,TRUE
72,2,1,10000,5,1,28,2,2,2,2,1,2,0,2,3,2,0,0,110724.76,TRUE
72,1,2,20000,41,5,59,2,2,2,1,1,3,0,2,3,2,0,0,110724.76,TRUE
72,1,2,0,41,5,70,2,4,2,1,1,3,0,1,0,1,1,1,61485.26,FALSE
72,2,2,0,40,6,67,2,3,2,1,1,3,0,1,0,1,1,1,61485.26,FALSE
72,2,2,20000,10,10,42,2,2,1,2,1,3,0,1,0,1,1,1,61485.26,TRUE
72,2,2,11000,16,5,48,2,2,1,2,1,3,0,0,1,1,0,1,27340,TRUE
72,1,2,0,NA,1,18,2,2,1,2,1,2,0,0,1,1,0,1,27340,FALSE
72,2,1,0,39,1,81,2,3,5,1,1,2,0,0,1,1,0,1,27340,FALSE
72,2,2,11280,17,5,54,2,2,4,2,1,1,0,0,0,1,0,0,11280,TRUE
72,2,2,0,37,4,76,2,4,5,1,4,3,0,0,0,0,0,1,18680,FALSE
72,2,2,0,40,3,82,2,4,2,1,4,4,0,0,0,0,1,1,48716,FALSE
72,1,2,0,43,4,83,2,4,2,1,4,3,0,0,0,0,1,1,48716,FALSE
72,1,2,15000,19,4,38,2,3,3,2,4,4,0,0,1,1,0,0,42000,TRUE
72,2,2,18000,9,6,42,2,4,3,2,4,3,0,0,1,1,0,0,42000,TRUE
72,1,2,19000,18,6,40,2,3,2,2,4,4,0,2,1,1,0,0,37400,TRUE
72,2,2,12800,9,10,36,2,4,2,2,4,3,0,2,1,1,0,0,37400,TRUE
72,2,2,13200,25,6,44,2,3,2,2,4,3,0,0,1,1,0,0,39000,TRUE
72,1,2,19000,28,4,44,1,3,2,2,4,4,0,0,1,1,0,0,39000,TRUE
72,1,1,13000,1,10,24,2,3,1,2,3,3,0,0,2,0,0,0,39500,TRUE
72,1,1,15000,1,10,24,2,3,1,2,3,3,0,0,2,0,0,0,39500,TRUE
72,2,2,0,8,10,33,2,3,4,2,4,3,0,0,0,1,1,1,33184.04,FALSE
72,1,1,0,40,4,64,2,3,2,1,4,3,0,0,0,1,1,1,33184.04,FALSE
72,2,2,0,27,4,56,2,4,2,1,3,3,0,0,0,1,1,1,33184.04,FALSE
72,1,1,0,39,6,75,2,3,2,1,3,3,0,0,0,0,1,1,37300,FALSE
72,2,2,0,33,6,72,2,4,2,1,4,3,0,0,0,0,1,1,37300,FALSE
72,1,2,0,13,5,49,2,4,4,1,3,3,0,1,1,1,0,1,50893,FALSE
72,2,1,0,35,6,72,2,4,4,1,3,3,0,1,1,1,0,1,50893,FALSE
72,2,2,17000,31,6,52,2,3,5,2,3,3,0,1,1,1,0,1,50893,TRUE
72,1,2,0,NA,1,18,2,3,1,2,4,3,0,0,2,1,1,0,82610,FALSE
72,1,2,35000,9,6,28,2,3,1,2,4,4,0,0,2,1,1,0,82610,TRUE
72,2,2,19000,19,6,47,2,3,4,2,4,3,0,0,2,1,1,0,82610,TRUE
72,1,1,0,57,3,80,2,4,5,1,4,4,0,0,2,1,1,0,82610,FALSE
72,2,2,16500,22,10,48,2,3,2,2,4,4,0,0,1,2,0,0,42820,TRUE
72,2,2,0,NA,2,19,2,3,1,2,3,3,0,0,1,2,0,0,42820,FALSE
72,1,2,25000,27,5,46,2,3,2,2,4,4,0,0,1,2,0,0,42820,TRUE
72,1,1,32000,27,6,45,1,3,2,2,3,3,0,2,2,1,0,0,50000,TRUE
72,2,1,0,12,6,43,2,4,2,2,3,3,0,2,2,1,0,0,50000,FALSE
72,2,1,0,52,6,74,2,3,5,1,1,2,0,0,0,0,0,1,15400,FALSE
72,2,2,0,43,6,65,2,3,2,1,1,4,0,0,0,0,1,1,32940,FALSE
72,1,2,0,31,6,62,2,2,2,1,1,3,0,0,0,0,1,1,32940,FALSE
72,2,1,35000,33,6,52,2,2,1,1,1,5,0,0,0,2,0,0,58200,TRUE
72,2,1,0,NA,2,21,2,2,1,1,1,4,0,0,0,2,0,0,58200,FALSE
72,2,2,0,NA,2,18,2,3,1,2,4,3,0,0,1,2,0,0,41650,FALSE
72,2,2,16000,20,6,43,2,3,2,2,4,3,0,0,1,2,0,0,41650,TRUE
72,1,2,25000,25,6,45,2,3,2,2,4,3,0,0,1,2,0,0,41650,TRUE
72,2,1,0,50,10,78,2,3,5,1,1,3,0,0,0,0,0,1,18850,FALSE
72,2,2,0,5,10,64,2,3,2,1,4,4,0,0,0,0,1,1,58700,FALSE
72,1,2,0,44,10,65,2,3,2,1,5,5,0,0,0,0,1,1,58700,FALSE
72,1,2,20000,8,4,28,2,3,1,2,3,3,0,1,2,1,0,1,80720,TRUE
72,1,1,20000,27,10,52,2,3,2,2,4,3,0,1,2,1,0,1,80720,TRUE
72,2,2,19000,24,3,46,2,3,2,2,4,4,0,1,2,1,0,1,80720,TRUE
72,2,2,0,27,10,69,2,4,5,1,4,4,0,1,2,1,0,1,80720,FALSE
72,2,2,15000,3,10,26,2,2,2,2,1,3,0,0,1,1,0,1,74000,TRUE
72,1,1,16000,5,10,28,2,2,2,2,1,3,0,0,1,1,0,1,74000,TRUE
72,2,1,0,36,6,76,2,4,5,1,1,3,0,0,1,1,0,1,74000,FALSE
72,1,1,0,44,4,69,2,3,2,1,1,3,0,0,0,1,1,1,52923.68,FALSE
72,2,1,11000,45,6,69,2,3,2,1,1,3,0,0,0,1,1,1,52923.68,TRUE
72,2,2,12000,19,5,39,2,2,4,2,1,3,0,0,0,1,1,1,52923.68,TRUE
72,1,2,23000,4,10,27,2,2,1,2,1,3,0,1,2,1,0,0,81000,TRUE
72,2,1,15000,22,5,47,2,2,2,2,1,3,0,1,2,1,0,0,81000,TRUE
72,1,1,0,26,3,48,2,2,2,2,1,3,0,1,2,1,0,0,81000,FALSE
72,1,2,0,46,13,68,2,3,2,1,1,6,0,0,0,0,1,1,51900,FALSE
72,2,1,0,34,10,62,2,3,2,1,1,5,0,0,0,0,1,1,51900,FALSE
72,2,2,0,NA,2,19,2,2,1,2,1,4,0,0,0,2,0,0,16951.99,FALSE
72,2,1,0,16,10,53,1,3,5,2,1,4,0,0,0,2,0,0,16951.99,FALSE
72,1,2,30000,8,10,30,2,2,1,2,1,4,0,0,1,1,0,1,83800,TRUE
72,2,1,17000,34,5,54,2,2,4,1,1,5,0,0,1,1,0,1,83800,TRUE
72,2,1,0,40,1,81,2,5,5,1,1,5,0,0,1,1,0,1,83800,FALSE
72,2,2,0,29,1,73,2,4,2,1,1,4,0,0,0,0,1,1,43706,FALSE
72,1,2,0,33,3,75,2,4,2,1,1,4,0,0,0,0,1,1,43706,FALSE
72,1,2,20000,19,5,39,1,3,2,2,4,4,0,1,1,1,0,1,57000,TRUE
72,2,2,13500,31,6,55,2,3,5,2,4,3,0,1,1,1,0,1,57000,TRUE
72,2,2,15000,11,10,35,2,3,2,2,3,3,0,1,1,1,0,1,57000,TRUE
72,2,2,19000,16,10,41,2,3,2,2,4,4,0,2,1,1,0,1,82424,TRUE
72,1,2,43000,25,6,45,2,3,2,2,4,4,0,2,1,1,0,1,82424,TRUE
72,2,1,0,33,6,79,2,4,5,1,4,3,0,2,1,1,0,1,82424,FALSE
72,2,2,0,38,4,80,2,4,2,1,4,3,0,0,0,0,1,1,47614,FALSE
72,1,1,0,42,4,83,2,4,2,1,4,3,0,0,0,0,1,1,47614,FALSE
72,1,2,0,NA,NA,3,NA,3,NA,NA,NA,NA,1,0,1,2,0,1,56538.89,FALSE
72,1,2,19000,8,6,28,1,3,2,2,4,3,1,0,1,2,0,1,56538.89,TRUE
72,2,2,0,6,2,48,2,4,4,1,4,3,1,0,1,2,0,1,56538.89,FALSE
72,2,1,0,31,6,73,2,4,5,1,4,4,1,0,1,2,0,1,56538.89,FALSE
72,2,2,0,2,6,27,2,3,2,2,4,3,1,0,1,2,0,1,56538.89,FALSE
72,2,2,0,35,4,77,2,4,5,1,3,3,0,0,0,1,0,1,31182,FALSE
72,2,2,0,NA,6,22,2,3,1,2,3,3,0,0,0,1,0,1,31182,FALSE
72,1,1,0,44,5,67,2,3,2,1,4,3,0,0,1,0,1,1,49098,FALSE
72,2,1,0,32,4,64,2,3,2,1,4,3,0,0,1,0,1,1,49098,FALSE
72,1,2,20000,10,6,31,2,3,1,2,5,4,0,0,1,0,1,1,49098,TRUE
72,2,1,0,35,6,69,2,4,2,1,3,3,0,0,0,0,1,1,35400,FALSE
72,1,2,0,36,6,71,2,4,2,1,4,3,0,0,0,0,1,1,35400,FALSE
72,1,2,20000,17,6,35,2,3,1,2,5,4,0,0,1,1,0,1,53992,TRUE
72,2,1,0,38,6,62,2,4,5,1,3,3,0,0,1,1,0,1,53992,FALSE
72,2,2,18000,22,6,42,2,3,1,2,4,4,0,0,1,1,0,1,53992,TRUE
72,2,2,0,6,10,34,2,3,2,2,4,3,1,1,1,1,0,1,55290,FALSE
72,1,1,30000,12,5,43,1,3,2,2,4,4,1,1,1,1,0,1,55290,TRUE
72,1,2,0,NA,NA,3,NA,3,NA,NA,NA,NA,1,1,1,1,0,1,55290,FALSE
72,2,2,0,34,5,66,2,4,4,1,4,4,1,1,1,1,0,1,55290,FALSE
72,2,1,0,42,10,86,2,3,5,1,4,4,0,0,1,0,0,2,68520,FALSE
72,2,2,0,33,10,63,2,3,4,1,3,3,0,0,1,0,0,2,68520,FALSE
72,1,2,30000,10,10,33,2,2,1,2,4,4,0,0,1,0,0,2,68520,TRUE
72,2,1,20000,16,10,43,2,3,2,2,4,4,0,1,2,1,0,0,62000,TRUE
72,1,2,0,NA,6,20,2,3,1,2,3,3,0,1,2,1,0,0,62000,FALSE
72,1,2,40000,26,6,48,2,3,2,2,4,3,0,1,2,1,0,0,62000,TRUE
72,1,2,12000,44,6,66,2,3,2,1,4,4,1,0,1,1,1,1,101390,TRUE
72,1,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,0,1,1,1,1,101390,FALSE
72,2,2,0,12,10,32,2,2,2,2,5,5,1,0,1,1,1,1,101390,FALSE
72,1,2,0,9,10,34,2,2,2,2,5,5,1,0,1,1,1,1,101390,FALSE
72,2,2,0,24,6,69,2,4,2,1,5,5,1,0,1,1,1,1,101390,FALSE
72,2,1,0,33,6,93,2,4,5,1,5,5,0,0,0,0,1,2,80600,FALSE
72,2,1,0,36,10,64,2,3,2,1,4,4,0,0,0,0,1,2,80600,FALSE
72,1,1,0,38,10,63,2,3,2,1,5,5,0,0,0,0,1,2,80600,FALSE
72,1,1,30000,22,6,41,2,2,4,2,1,3,0,0,1,0,1,1,62800,TRUE
72,1,1,0,36,5,63,2,2,2,1,1,3,0,0,1,0,1,1,62800,FALSE
72,2,1,11000,39,10,63,2,2,2,1,1,3,0,0,1,0,1,1,62800,TRUE
72,2,2,15000,5,10,28,2,2,1,2,1,4,0,0,1,2,0,0,75000,TRUE
72,2,1,15000,30,10,50,2,2,2,2,1,4,0,0,1,2,0,0,75000,TRUE
72,1,1,45000,30,10,53,2,2,2,2,2,4,0,0,1,2,0,0,75000,TRUE
72,2,1,18000,9,10,32,2,2,3,2,5,5,0,1,2,1,0,1,114700,TRUE
72,1,1,25000,38,6,58,2,3,2,2,5,5,0,1,2,1,0,1,114700,TRUE
72,2,1,18000,34,6,56,2,3,2,1,4,4,0,1,2,1,0,1,114700,TRUE
72,1,2,22000,15,6,36,2,2,3,2,4,4,0,1,2,1,0,1,114700,TRUE
72,1,2,20000,17,10,43,2,3,1,2,4,4,0,0,1,0,1,1,49980,TRUE
72,2,1,0,33,10,69,2,4,2,1,4,3,0,0,1,0,1,1,49980,FALSE
72,1,1,0,42,6,68,2,3,2,1,4,4,0,0,1,0,1,1,49980,FALSE
72,1,2,0,NA,2,19,2,2,1,2,4,4,0,1,2,2,0,0,56000,FALSE
72,2,2,0,NA,10,21,2,2,1,2,4,4,0,1,2,2,0,0,56000,FALSE
72,2,1,0,11,10,44,2,2,2,2,7,5,0,1,2,2,0,0,56000,FALSE
72,1,1,0,21,10,45,2,2,2,2,5,5,0,1,2,2,0,0,56000,FALSE
72,2,2,14000,4,10,30,2,3,2,2,4,4,2,0,1,1,1,1,144500,TRUE
72,1,2,0,40,10,62,2,3,2,1,4,4,2,0,1,1,1,1,144500,FALSE
72,2,2,0,NA,NA,0,NA,2,NA,NA,NA,NA,2,0,1,1,1,1,144500,FALSE
72,1,2,0,NA,NA,3,NA,2,NA,NA,NA,NA,2,0,1,1,1,1,144500,FALSE
72,2,2,0,44,5,67,2,3,2,1,5,5,2,0,1,1,1,1,144500,FALSE
72,1,2,28000,8,10,32,2,3,2,2,4,4,2,0,1,1,1,1,144500,TRUE
72,1,2,25000,22,6,43,2,2,1,2,4,4,1,0,2,1,1,1,133750,TRUE
72,1,1,35000,11,10,33,2,2,2,2,4,3,1,0,2,1,1,1,133750,TRUE
72,2,1,0,26,10,64,2,3,2,1,4,4,1,0,2,1,1,1,133750,FALSE
72,1,1,0,31,10,64,2,4,2,1,4,4,1,0,2,1,1,1,133750,FALSE
72,2,2,20000,6,10,33,2,2,2,2,4,4,1,0,2,1,1,1,133750,TRUE
72,2,2,0,NA,NA,6,NA,2,NA,NA,NA,NA,1,0,2,1,1,1,133750,FALSE
72,2,1,0,37,6,83,2,3,4,1,1,4,0,0,2,0,0,1,65762,FALSE
72,1,1,0,NA,2,21,2,1,1,2,1,4,0,0,2,0,0,1,65762,FALSE
72,1,1,20000,1,10,23,2,2,1,2,1,4,0,0,2,0,0,1,65762,TRUE
72,2,2,20000,1,11,22,2,2,1,2,1,3,0,0,0,1,0,1,39300,TRUE
72,2,1,0,33,10,72,2,4,5,1,1,4,0,0,0,1,0,1,39300,FALSE
72,1,1,0,25,3,65,2,4,2,1,1,3,0,1,0,1,1,1,53370,FALSE
72,2,1,0,35,6,66,2,4,2,1,1,3,0,1,0,1,1,1,53370,FALSE
72,2,2,11000,8,2,34,2,2,4,2,1,3,0,1,0,1,1,1,53370,TRUE
72,1,2,0,24,13,47,2,3,2,2,5,5,0,1,2,1,0,0,80000,FALSE
72,1,2,20000,0,10,25,2,3,1,2,4,4,0,1,2,1,0,0,80000,TRUE
72,2,2,25000,20,13,46,2,3,2,2,4,4,0,1,2,1,0,0,80000,TRUE
72,1,2,28000,12,6,33,2,3,2,2,4,4,1,0,1,1,0,0,42000,TRUE
72,2,2,0,NA,NA,5,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,42000,FALSE
72,2,2,17000,10,6,33,2,3,2,2,4,4,1,0,1,1,0,0,42000,TRUE
72,2,2,22000,20,10,44,2,3,2,2,4,4,0,1,1,2,0,0,73106,TRUE
72,2,2,0,NA,2,20,2,3,1,2,4,3,0,1,1,2,0,0,73106,FALSE
72,1,2,25000,25,10,45,2,3,2,1,5,4,0,1,1,2,0,0,73106,TRUE
72,1,2,0,NA,NA,4,NA,2,NA,NA,NA,NA,1,0,1,1,0,1,77000,FALSE
72,2,2,20000,30,10,55,2,3,4,2,4,4,1,0,1,1,0,1,77000,TRUE
72,2,2,20000,7,10,32,2,3,2,2,4,4,1,0,1,1,0,1,77000,TRUE
72,1,2,37000,12,13,36,2,3,2,2,5,5,1,0,1,1,0,1,77000,TRUE
72,1,2,0,NA,NA,3,NA,3,NA,NA,NA,NA,2,0,1,1,0,0,49000,FALSE
72,1,2,25000,6,10,28,2,3,2,2,4,4,2,0,1,1,0,0,49000,TRUE
72,2,1,20000,6,10,29,2,3,2,2,4,4,2,0,1,1,0,0,49000,TRUE
72,2,2,0,35,5,58,2,3,2,1,1,2,0,0,1,0,0,1,24300,FALSE
72,1,2,0,28,6,57,2,3,2,1,3,2,0,0,1,0,0,1,24300,FALSE
72,2,2,15000,6,10,29,2,3,2,2,4,3,1,0,1,1,0,0,51500,TRUE
72,2,2,0,NA,NA,2,NA,3,NA,NA,NA,NA,1,0,1,1,0,0,51500,FALSE
72,1,2,25000,6,10,29,1,3,2,2,4,3,1,0,1,1,0,0,51500,TRUE
72,2,2,16000,9,6,35,2,2,2,2,4,4,1,1,1,1,0,0,143800,TRUE
72,1,2,32000,13,10,34,2,2,2,2,4,4,1,1,1,1,0,0,143800,TRUE
72,2,2,0,NA,NA,0,NA,2,NA,NA,NA,NA,1,1,1,1,0,0,143800,FALSE
72,2,2,20000,12,6,36,2,2,2,2,4,4,0,1,1,1,0,0,61000,TRUE
72,1,2,32000,9,10,35,2,3,2,2,4,4,0,1,1,1,0,0,61000,TRUE
72,2,2,30000,12,6,36,2,3,3,2,4,3,0,1,1,1,0,0,54000,TRUE
72,1,2,15000,15,4,37,2,2,3,2,4,3,0,1,1,1,0,0,54000,TRUE
72,2,2,20000,10,10,29,2,2,2,2,5,5,1,0,1,1,0,0,139000,TRUE
72,1,2,0,NA,NA,0,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,139000,FALSE
72,1,2,24000,7,10,31,2,2,2,2,4,4,1,0,1,1,0,0,139000,TRUE
72,2,2,0,2,10,27,2,2,2,2,5,4,1,0,1,1,0,1,58400,FALSE
72,2,2,0,35,6,74,2,3,5,1,4,4,1,0,1,1,0,1,58400,FALSE
72,1,2,0,NA,NA,1,NA,2,NA,NA,NA,NA,1,0,1,1,0,1,58400,FALSE
72,1,2,20000,7,10,29,2,2,2,2,4,4,1,0,1,1,0,1,58400,TRUE
72,1,2,29000,8,10,30,2,2,2,2,4,4,1,0,1,1,0,0,52450,TRUE
72,2,2,0,3,10,29,2,2,2,2,4,4,1,0,1,1,0,0,52450,FALSE
72,1,2,0,NA,NA,2,NA,2,NA,NA,NA,NA,1,0,1,1,0,0,52450,FALSE
72,2,2,15000,4,10,31,2,3,2,2,4,4,0,1,1,1,0,0,44000,TRUE
72,1,2,20000,7,10,31,2,2,2,2,4,4,0,1,1,1,0,0,44000,TRUE
72,2,2,11200,17,5,36,2,2,2,2,1,2,0,1,1,1,0,0,30000,TRUE
72,1,2,0,21,6,40,2,4,2,1,1,2,0,1,1,1,0,0,30000,FALSE
72,2,2,0,NA,6,42,1,4,1,1,3,3,0,0,0,2,1,1,62902,FALSE
72,2,2,16500,13,10,36,2,3,1,2,4,4,0,0,0,2,1,1,62902,TRUE
72,2,1,0,33,6,73,2,4,2,1,4,3,0,0,0,2,1,1,62902,FALSE
72,1,1,0,43,10,75,2,4,2,1,4,3,0,0,0,2,1,1,62902,FALSE
72,2,1,0,26,4,68,2,3,4,1,3,3,0,0,1,1,0,1,39360,FALSE
72,1,2,11500,25,4,43,2,3,3,2,3,3,0,0,1,1,0,1,39360,TRUE
72,2,2,15100,18,6,38,2,3,3,2,4,3,0,0,1,1,0,1,39360,TRUE
